"CN","STATECD","COUNTYCD","PLOT","PLOT_OLD","FIADB_PLOT","FIADB_TREE","SUBP","TREE","SPCD","TRE_REP","DIA","MEASYEAR","CNT_HT","CNT_LGTH","CNT_X","PITH","RINGCOUNT","METHOD","INITIALS","DAY","MONTH","YEAR","MOUNT_NOTES","CRN","R","VERIFY","REVISIT","CD_NOTES","PLT_CN","TRE_CN","SIT_CN"
"295714764489998",16,49,626,,,,4,4,101,,6.30,1995,0.40,7.10,0.50,"n",101,"scope","SD",0,4,2013,,"scr",0.35,"y","n",,"3312280010690",,
"295714786489998",16,49,687,,,,4,3,101,,9.10,1995,1.00,6.00,1.00,"n",89,"scope","RS",0,10,2014,,"scr",0.25,"y","y","2003","3315056010690","3315078010690",
"289859220489998",30,1,98,,,,1,1,101,,7.20,1997,0.80,9.70,1.20,"n",56,"scope","AB",0,11,2011,,,,,,,"2946849010690","2946856010690",
"289859221489998",30,1,98,,,,2,2,101,,10.30,1997,1.40,19.00,1.60,"n",97,"scope","AB",0,11,2011,,,,,,,"2946849010690","2946865010690",
"289859233489998",30,1,118,,,,3,1,101,,10.20,1997,0.70,10.70,1.00,"n",130,"scope","EG",0,7,2012,,,,,,,"2947465010690","2947475010690",
"289859234489998",30,1,120,,,,1,1,101,,9.90,1997,1.00,3.80,0.70,"n",136,"scope","SH",0,11,2011,,,,,,,"2947512010690","2947519010690",
"289859236489998",30,1,121,,,,5,3,101,,5.60,1997,2.80,10.70,2.10,"n",153,"scope","SH",0,11,2011,,,,,,,"2947562010690","2947586010690",
"289859237489998",30,1,122,,,,1,4,101,,9.20,1997,2.80,8.80,1.80,"n",114,"scope","SH",0,11,2011,,,,,,,"2947600010690",,
"289859247489998",30,1,138,,,,4,1,101,,8.60,1997,0.20,2.50,0.20,"n",245,"scope","MK",0,11,2011,,,,,,,"2947995010690","2948014010690",
"289859251489998",30,1,141,,,,1,2,101,,,1997,,,,"n",240,"scope","AB",0,11,2011,"no loc 141",,,,,,,,
"289859256489998",30,1,151,,,,4,1,101,,9.00,1997,0.60,7.80,1.00,"n",105,"scope","EG",0,6,2012,,,,,,,"2948316010690","2948333010690",
"289859269489998",30,1,189,,,,3,1,101,,13.20,1997,,,,"y",147,"scope","SH",0,11,2011,"tr# missing",,,,,,"2949021010690","2949034010690",
"289859273489998",30,1,192,,,,2,2,101,,7.30,1997,,,,"y",92,"scope","EG",0,7,2012,,,,,,,"2949126010690","2949140010690",
"289859274489998",30,1,1046,,,,2,6,101,,6.80,1989,1.00,7.70,0.80,"n",64,"scope","SH",0,11,2011,"spcd dbh missing",,,,,,,,
"289859306489998",30,1,391,,,,1,5,101,,6.70,1997,0.60,6.90,0.70,"n",158,"scope","AB",0,11,2011,,,,,,,"2951263010690","2951274010690",
"289859312489998",30,1,440,,,,2,3,101,,13.50,1997,1.20,14.10,1.10,"n",170,"scope","SH",0,11,2011,,,,,,,"2951801010690","2951811010690",
"289859319489998",30,1,468,,,,1,3,101,,12.50,1997,1.10,21.90,1.00,"n",188,"scope","AB",0,11,2011,,,,,,,"2952082010690",,
"289859329489998",30,1,538,,,,2,5,101,,11.20,1997,0.80,12.70,1.00,"n",124,"scope","SH",0,11,2011,,,,,,,"2952479010690","2952491010690",
"289859334489998",30,1,580,,,,4,3,101,,9.10,1997,,,,"y",55,"scope","AB",0,11,2011,,,,,,,"2952875010690","2952884010690",
"289859346489998",30,1,371,,,,2,1,101,,7.00,1988,0.60,5.70,1.30,"n",128,"scope","EG",0,6,2012,,,,,,,"2951056010690","2951071010690",
"289859347489998",30,1,371,,,,2,2,101,,10.10,1988,,,,"n",148,"scope","JB",0,1,2013,,,,,,,"2951056010690","2951072010690",
"289859450489998",30,9,109,,,,1,3,101,,17.30,1997,,,,"n",395,"scope","EG",0,11,2012,,,,,,,"2958863010690","2958872010690",
"289859453489998",30,9,110,,,,1,7,101,,9.10,1997,,,,"y",62,"scope","EG",0,11,2012,,,,,,,"2958909010690",,
"289859458489998",30,9,135,,,,1,1,101,,8.10,1997,,,,"n",142,"scope","AB",0,5,2012,,,,,,,"2959110010690","2959117010690",
"289859477489998",30,9,207,,,,1,1,101,,22.70,1997,,,,"n",184,"scope","EG",0,9,2012,,,,,,,"2959760010690","2959767010690",
"289859479489998",30,9,208,,,,5,3,101,,11.30,1997,0.60,4.80,0.80,"n",154,"scope","BL",0,1,2013,,,,,,,"2959800010690","2959839010690",
"289859480489998",30,9,209,,,,1,2,101,,7.50,1988,0.20,5.40,1.00,"n",67,"scope","MK",0,5,2012,"no loc 209",,,,,,,,
"289859481489998",30,9,209,,,,2,1,101,,6.40,1997,0.70,8.80,0.30,"n",83,"scope","AB",0,5,2012,"no loc 209",,,,,,,,
"289859484489998",30,9,211,,,,2,2,101,,5.90,1997,,,,"y",91,"scope","EG",0,11,2012,,,,,,,"2959864010690","2959884010690",
"289859546489998",30,13,246,,,,5,3,101,,6.90,1996,,,,"y",67,"scope","EG",0,12,2012,,,,,,,"2962849010690",,
"289859567489998",30,13,268,,,,1,3,101,,12.30,1996,,,,"y",129,"scope","EG",0,10,2012,,,,,,,"2963321010690","2963330010690",
"289859626489998",30,23,7,,,,9,1,101,,6.50,1995,,,,"n",107,"scan","SR",0,0,0,,,,,,,"2968124010690",,
"289859638489998",30,23,36,,,,2,5,101,,13.70,1997,1.00,14.00,3.00,"n",193,"scan","SR",0,0,0,,,,,,,"2968784010690","2968801010690",
"289859640489998",30,23,45,,,,1,10,101,,6.40,1997,,,,"n",71,"scope","MK",0,5,2012,,,,,,,"2969018010690",,
"289859641489998",30,23,45,,,,3,1,101,,6.30,1997,,,,"n",107,"scan","SR",0,0,0,,,,,,,"2969018010690","2969040010690",
"289859642489998",30,23,45,,,,3,3,101,,10.90,1997,1.00,4.00,0.50,"n",215,"scan","SR",0,0,0,,,,,,,"2969018010690","2969042010690",
"289859643489998",30,23,45,,,,3,5,101,,5.20,1997,0.60,3.10,0.70,"n",72,"scope","MK",0,5,2012,,,,,,,"2969018010690",,
"289859657489998",30,23,66,,,,6,3,101,,7.40,1988,1.00,11.90,0.50,"n",85,"scope","EG",0,10,2012,,,,,,,"2969672010690","2969697010690",
"289859797489998",30,29,43,,,,6,2,101,,5.20,1993,0.40,4.00,2.10,"n",42,"scope","AB",0,10,2011,,"mt117",0.14,"n","y",,"2974563010690","2974584010690",
"289859799489998",30,29,44,,,,4,3,101,,10.40,1994,0.50,5.40,1.10,"n",477,"scope","EG",0,7,2012,,"mt122",0.28,"n","n",,"2974596010690","2974632010690",
"289860663489998",30,39,88,,,,3,3,101,,9.80,1997,0.20,3.20,0.90,"n",192,"scope","MK",0,10,2011,,"mt131",-0.03,"n","y",,"3004811010690","3004838010690",
"289860665489998",30,39,89,,,,5,4,101,,5.30,1996,2.50,9.90,1.30,"n",44,"scope","BL",0,11,2012,,"mt131",0.07,"n","y",,"3004871010690","3004915010690",
"289860687489998",30,39,112,,,,3,3,101,,13.40,1997,1.10,13.20,1.00,"n",291,"scope","AB",0,10,2011,,"mt131",0.03,"n","y",,"3005719010690","3005753010690",
"289860692489998",30,39,122,,,,1,1,101,,6.30,1997,,,,"n",151,"scope","EG",0,9,2012,,"mt131",0.15,"n","y",,"3006125010690","3006137010690",
"289860693489998",30,39,122,,,,1,2,101,,8.10,1997,1.80,7.60,1.50,"n",180,"scope","EG",0,5,2012,,"mt131",,,,,"3006125010690","3006138010690",
"289860694489998",30,39,123,,,,1,1,101,,24.50,1997,,,,"n",89,"scope",,0,0,0,,"mt131",0.25,"n","y",,"3006175010690","3006186010690",
"289860695489998",30,39,123,,,,4,1,101,,6.30,1997,,,,"y",80,"scope","MK",0,10,2011,,"mt131",0.22,"n","y",,"3006175010690",,
"289860736489998",30,39,163,,,,1,6,101,,6.00,1997,0.40,2.70,1.90,"n",125,"scope","MK",0,10,2011,,"mt131",0.11,"n","y",,"3007747010690","3007765010690",
"289860739489998",30,39,166,,,,2,3,101,,8.00,1997,0.90,6.70,1.10,"n",137,"scope","AB",0,10,2011,,"mt131",0.11,"n","y",,"3007939010690","3007954010690",
"289860740489998",30,39,166,,,,3,1,101,,9.00,1997,0.60,4.80,0.90,"n",153,"scope","AB",0,10,2011,,"mt131",0.16,"n","y",,"3007939010690","3007958010690",
"289860748489998",30,39,170,,,,1,7,101,,8.80,1997,,,,"y",174,"scope","MK",0,10,2011,,"mt131",0.11,"n","y",,"3008116010690","3008135010690",
"289859808489998",30,29,58,,,,5,5,101,,17.70,1993,0.90,14.10,1.00,"n",385,"scope","MK",0,10,2011,,"mt117",-0.12,"n","y",,"2974850010690","2974881010690",
"289859822489998",30,29,73,,,,4,3,101,,5.00,1993,,,,"n",35,"scope","MK",0,10,2011,"spcd119","mt117",0.21,"n","y",,"2975143010690","2975161010690",
"289859834489998",30,29,87,,,,2,1,101,,8.90,1993,,,,"y",122,"scope","MK",0,10,2011,,"mt117",0.26,"n","n",,"2975322010690","2975337010690",
"289859843489998",30,29,106,,,,3,1,101,,7.40,1993,0.20,2.40,2.00,"n",59,"scope","MK",0,10,2011,,"mt117",0.36,"y","n",,"2976020010690","2976031010690",
"289859845489998",30,29,106,,,,5,1,101,,7.60,1993,2.40,15.40,2.00,"n",45,"scope","MK",0,10,2011,,"mt117",0.29,"y","n",,"2976020010690","2976039010690",
"289859846489998",30,29,106,,,,7,2,101,,9.60,1993,0.70,4.40,1.70,"n",56,"scope","SH",0,9,2011,,"mt117",0.28,"y","n",,"2976020010690",,
"289859874489998",30,29,143,,,,1,2,101,,10.90,1993,0.90,4.30,0.80,"n",432,"scope","MK",0,10,2011,,,,,,,"2977006010690","2977016010690",
"289860037489998",30,29,312,,,,6,1,101,,8.50,1993,,,,"y",86,"scope","RJD",0,8,2011,,,,,,,"2981705010690","2981725010690",
"289860084489998",30,29,364,,,,3,5,101,,22.60,1994,0.40,7.60,1.10,"n",384,"scope","AB",0,5,2012,,,,,,,"2983273010690","2983302010690",
"289860194489998",30,29,453,,,,3,2,101,,17.70,1994,1.30,13.20,1.30,"n",350,"scope","BL",0,2,2013,,,,,,,"2986140010690","2986152010690",
"289860211489998",30,29,470,,,,1,2,101,,6.00,1994,2.30,8.00,1.50,"n",37,"scan","SH",0,0,0,,,,,,,"2986859010690",,
"289860229489998",30,29,490,,,,2,7,101,,8.50,1994,,,,"y",88,"scope","EG",0,6,2012,"subp tr# missing on mount",,,,,,"2987516010690",,
"289860231489998",30,29,491,,,,1,4,101,,10.80,1994,,,,"y",396,"scope","EG",0,6,2012,,,,,,,"2987553010690","2987563010690",
"289860235489998",30,29,500,,,,1,1,101,,11.90,1994,,,,"y",233,"scope","BL",0,2,2013,,,,,,,"2987753010690","2987762010690",
"289860267489998",30,29,518,,,,1,11,101,,8.70,1994,0.60,5.40,1.70,"n",77,"scope","EG",0,5,2012,,,,,,,"2988343010690",,
"289860286489998",30,29,530,,,,3,3,101,,13.80,1994,0.90,7.60,0.90,"n",213,"scope","EG",0,6,2012,,,,,,,"2988755010690","2988769010690",
"289860305489998",30,29,540,,,,5,2,101,,31.20,1993,0.40,7.50,1.00,"n",275,"scope","MK",0,10,2011,,,,,,,"2989041010690","2989067010690",
"289860325489998",30,29,552,,,,4,2,101,,4.90,1993,0.60,4.90,1.20,"n",47,"scope","MK",0,10,2011,,,,,,,"2989542010690","2989555010690",
"289860339489998",30,31,65,,,,3,3,101,,5.40,1997,0.70,8.80,0.80,"n",53,"scope","MK",0,5,2012,,,,,,,"2992746010690","2992760010690",
"289860620489998",30,39,55,,,,3,1,101,,8.90,1996,,,,"y",65,"scope","EG",0,9,2012,,"mt131",0.17,"n","y",,"3003610010690","3003637010690",
"289860641489998",30,39,69,,,,4,8,101,,6.50,1997,,,,"y",198,"scope","AB",0,10,2011,,"mt131",0.03,"n","y",,"3004058010690",,
"289860838489998",30,43,5,,,,3,5,101,,11.20,1988,0.50,6.90,4.30,"n",50,"scope","AK",0,1,2014,"db mismatch","mt103",0.27,"n","y",,"3010783010690",,
"289860926489998",30,45,174,,,,4,6,101,,11.40,1996,1.90,18.70,2.00,"n",215,"scope","JH",0,11,2012,,,,,,,"3017612010690","3017657010690",
"289860939489998",30,45,187,,,,1,1,101,,8.70,1996,1.00,6.00,3.00,"n",83,"scope","JH",0,8,2012,,,,,,,"3017946010690","3017956010690",
"289860980489998",30,47,48,,,,6,5,101,,9.80,1993,0.80,12.40,2.00,"n",214,"scope","MK",0,3,2012,,"mt129",0.13,"n","y",,"3019952010690",,
"289860986489998",30,47,62,,,,3,2,101,,13.90,1993,0.90,5.40,0.90,"n",161,"scope","MK",0,3,2012,,"mt128",0.13,"n","y",,"3020373010690","3020388010690",
"289861078489998",30,49,15,,,,3,3,101,,12.10,1996,0.60,12.70,2.40,"n",165,"scope","EG",0,10,2012,,"mt124",0.18,"n","y",,"3023957010690","3023986010690",
"289861098489998",30,49,29,,,,4,11,101,,6.10,1996,0.50,5.50,1.20,"n",100,"scope","EG",0,10,2012,"db mismatch","mt124",-0.01,"n","y",,"3024550010690",,
"289861104489998",30,49,36,,,,4,4,101,,9.70,1996,0.30,5.60,0.40,"n",394,"scope","EG",0,8,2012,,"mt133",-0.01,"n","y",,"3024763010690","3024808010690",
"289861119489998",30,49,64,,,,1,4,101,,4.60,1993,,,,"y",56,"scope","BL",0,2,2013,,"mt100",0.06,"n","y",,"3025362010690",,
"289861297489998",30,53,19,,,,3,8,101,,15.90,1993,,,,"y",219,"scope","JH",0,9,2012,,"mt117",-0.01,"n","y",,"3036815010690",,
"289861868489998",30,57,50,,,,4,1,101,,8.00,1997,0.40,2.50,0.70,"n",202,"scope","MK",0,4,2012,"no loc 50",,,,,,,,
"289861871489998",30,57,67,,,,1,13,101,,5.90,1997,,,,"y",61,"scope","MK",0,4,2012,,,,,,,"3059645010690",,
"289861874489998",30,57,87,,,,1,1,101,,6.80,1997,,,,"y",33,"scope","MK",0,4,2012,,,,,,,,,
"289861875489998",30,57,87,,,,1,3,101,,7.60,1997,1.80,7.00,1.10,"n",55,"scope","MK",0,4,2012,,,,,,,,,
"289861883489998",30,57,108,,,,1,2,101,,14.40,1997,2.70,5.00,1.80,"n",111,"scope","MK",0,4,2012,,,,,,,"3060283010690","3060314010690",
"289861925489998",30,57,239,,,,1,1,101,,7.60,1997,0.30,2.80,2.60,"n",52,"scope","MK",0,4,2012,,,,,,,"3062788010690","3062798010690",
"289861926489998",30,57,239,,,,5,1,101,,10.80,1997,,,,"n",52,"scope","MK",0,4,2012,,,,,,,"3062788010690",,
"289861927489998",30,57,240,,,,3,3,101,,9.10,1997,1.20,7.30,1.10,"n",67,"scope","BL",0,1,2013,,,,,,,"3062802010690","3062820010690",
"289861940489998",30,57,257,,,,2,4,101,,14.90,1997,,,,"n",188,"scope","MK",0,4,2012,,,,,,,"3063258010690","3063272010690",
"289861949489998",30,57,283,,,,4,1,101,,23.10,1997,0.90,10.10,1.60,"n",214,"scope","MK",0,4,2012,,,,,,,"3063873010690","3063911010690",
"289861963489998",30,57,305,,,,2,2,101,,14.50,1997,1.00,17.80,2.20,"n",166,"scope","EG",0,6,2012,,,,,,,"3064304010690","3064316010690",
"289861964489998",30,57,312,,,,1,1,101,,13.40,1997,0.70,5.00,0.60,"n",178,"scope","EG",0,7,2012,,,,,,,"3064446010690","3064468010690",
"289861965489998",30,57,312,,,,3,1,101,,12.00,1997,0.50,6.80,1.40,"n",227,"scope","EG",0,7,2012,,,,,,,"3064446010690","3064475010690",
"289861966489998",30,57,313,,,,1,1,101,,10.70,1997,3.10,18.60,2.60,"n",46,"scope","MK",0,3,2012,,,,,,,"3064506010690","3064516010690",
"289861967489998",30,57,313,,,,1,2,101,,9.10,1997,3.00,21.40,1.40,"n",51,"scope","MK",0,3,2012,,,,,,,"3064506010690","3064517010690",
"289861970489998",30,57,317,,,,2,2,101,,9.30,1997,0.60,8.00,1.50,"n",145,"scope","MK",0,4,2012,,,,,,,"3064565010690","3064582010690",
"289861971489998",30,57,317,,,,3,10,101,,16.00,1997,0.70,23.30,1.20,"n",325,"scope","MK",0,4,2012,,,,,,,"3064565010690","3064597010690",
"289861978489998",30,57,331,,,,2,9,101,,13.40,1997,1.80,18.50,2.10,"n",126,"scope","BL",0,1,2013,,,,,,,"3064854010690","3064874010690",
"289861983489998",30,57,338,,,,4,1,101,,10.50,1997,,,,"n",113,"scope","EG",0,7,2012,,,,,,,"3065050010690","3065077010690",
"289861984489998",30,57,338,,,,4,9,101,,10.90,1997,1.20,13.70,1.50,"n",77,"scope","EG",0,7,2012,,,,,,,"3065050010690","3065085010690",
"289861991489998",30,57,352,,,,1,4,101,,11.30,1997,1.30,13.90,1.40,"n",228,"scope","MK",0,4,2012,,,,,,,"3065361010690","3065379010690",
"289861995489998",30,57,357,,,,3,1,101,,14.80,1997,,,,"n",246,"scope","MK",0,5,2012,,,,,,,"3065506010690","3065523010690",
"289861996489998",30,57,357,,,,3,5,101,,3.70,1997,,,,"y",83,"scope","AB",0,5,2012,,,,,,,"3065506010690","3065527010690",
"289862007489998",30,57,372,,,,5,3,101,,9.70,1997,1.30,13.60,1.70,"n",84,"scope","MK",0,4,2012,,,,,,,"3065883010690","3065928010690",
"289862075489998",30,59,60,,,,2,2,101,,9.90,1996,1.10,14.10,1.20,"n",97,"scope","EG",0,8,2012,,,,,,,"3067601010690","3067623010690",
"289862406489998",30,63,16,,,,3,3,101,,9.90,1994,,,,"n",56,"scope","AK",0,1,2014,,"mt130",0.04,"n","y",,"3076871010690","3076917010690",
"289862452489998",30,63,54,,,,5,3,101,,11.40,1995,1.40,9.80,0.90,"n",180,"scope","EG",0,11,2012,,"mt130",-0.20,"n","y",,"3078285010690",,
"289862481489998",30,63,72,,,,1,3,101,,15.50,1995,0.50,5.70,0.70,"n",160,"scope","EG",0,11,2012,,"mt105",0.04,"n","y",,"3078947010690","3078959010690",
"289862508489998",30,63,110,,,,1,2,101,,8.60,1996,0.70,10.20,1.10,"n",66,"scope","EG",0,12,2012,,"mt128",0.26,"n","n",,"3080130010690","3080142010690",
"289862509489998",30,63,110,,,,3,1,101,,8.80,1996,0.60,3.80,0.70,"n",96,"scope","EG",0,12,2012,,"mt128",0.22,"n","y",,"3080130010690","3080145010690",
"289862511489998",30,63,112,,,,3,7,101,,5.80,1995,,,,"y",171,"scope","EG",0,11,2012,,"mt128",0.12,"n","y",,"3080196010690",,
"289862703489998",30,67,115,,,,1,3,101,,7.30,1997,1.70,8.30,0.90,"n",50,"scope","MK",0,5,2012,,,,,,,"3090062010690",,
"289862730489998",30,67,174,,,,4,2,101,,14.90,1997,3.50,12.60,2.90,"n",245,"scope","EG",0,2,2013,,,,,,,"3091520010690","3091584010690",
"289862738489998",30,67,194,,,,1,4,101,,5.40,1997,0.30,2.80,0.30,"n",81,"scope","EG",0,10,2012,,,,,,,"3092036010690",,
"289862739489998",30,67,194,,,,5,2,101,,5.70,1997,0.40,1.80,0.60,"n",64,"scope","EG",0,10,2012,,,,,,,"3092036010690","3092054010690",
"289862750489998",30,67,209,,,,2,2,101,,7.30,1997,0.40,3.60,0.80,"n",212,"scope","MK",0,5,2012,,,,,,,"3092650010690","3092677010690",
"289862760489998",30,67,222,,,,4,4,101,,8.10,1997,0.70,7.20,1.40,"n",231,"scope","MK",0,5,2012,,,,,,,"3093005010690","3093023010690",
"289862763489998",30,67,229,,,,2,6,101,,6.20,1997,,,,"y",58,"scope","MK",0,5,2012,,,,,,,"3093213010690",,
"289862764489998",30,67,230,,,,1,7,101,,6.70,1997,,,,"y",52,"scope","EG",0,6,2012,,,,,,,"3093259010690",,
"289862765489998",30,67,230,,,,2,1,101,,11.20,1997,,,,"y",46,"scope","EG",0,11,2012,,,,,,,"3093259010690",,
"289862771489998",30,67,241,,,,1,2,101,,8.10,1997,2.90,10.60,2.10,"n",195,"scope","MK",0,5,2012,,,,,,,"3093516010690","3093528010690",
"289862772489998",30,67,245,,,,2,2,101,,13.80,1997,0.60,7.30,1.00,"n",185,"scope","BL",0,2,2013,,,,,,,"3093735010690","3093748010690",
"289862773489998",30,67,245,,,,4,1,101,,11.10,1997,0.80,13.80,0.90,"n",111,"scope","MK",0,5,2012,,,,,,,"3093735010690","3093761010690",
"289862774489998",30,67,246,,,,1,3,101,,15.10,1997,1.40,10.30,2.00,"n",189,"scope","EG",0,5,2012,,,,,,,"3093784010690","3093802010690",
"289862775489998",30,67,246,,,,2,1,101,,12.10,1997,0.50,10.10,1.80,"n",122,"scope","MK",0,5,2012,,,,,,,"3093784010690","3093804010690",
"289862796489998",30,67,270,,,,1,3,101,,18.50,1997,1.40,15.40,1.50,"n",244,"scope","EG",0,11,2012,,,,,,,"3094514010690","3094528010690",
"289862798489998",30,67,271,,,,1,5,101,,10.40,1997,0.30,8.60,1.00,"n",172,"scope","MK",0,5,2012,,,,,,,"3094580010690","3094597010690",
"289863009489998",30,77,2,,,,7,2,101,,6.96,1993,1.00,4.30,1.50,"n",222,"scope","MK",0,2,2012,,"mt133",0.12,"n","y",,"3106882010690","3106915010690",
"289863026489998",30,77,15,,,,7,5,101,,9.90,1993,1.00,4.00,3.00,"n",140,"scan","SR",0,0,0,,"mt133",0.01,"n","y",,"3107437010690","3107486010690",
"289863027489998",30,77,16,,,,6,1,101,,14.80,1993,0.90,9.10,1.90,"n",254,"scope","MK",0,2,2012,,"mt133",0.03,"n","y",,"3107500010690","3107535010690",
"289863053489998",30,77,30,,,,1,1,101,,12.20,1993,,,,"y",133,"scope","MK",0,2,2012,"db mismatch","mt133",0.20,"n","y",,"3108415010690","3108427010690",
"289863054489998",30,77,30,,,,2,2,101,,9.90,1993,,,,"n",143,"scope","MK",0,2,2012,,"mt133",0.18,"n","y",,"3108415010690","3108429010690",
"289863073489998",30,77,40,,,,5,14,101,,9.50,1996,0.50,2.50,0.50,"n",173,"scope","EG",0,11,2012,,"mt133",-0.04,"n","y",,"3108838010690",,
"289863076489998",30,77,42,,,,1,2,101,,6.40,1993,,,,"y",58,"scope","MK",0,2,2012,,,,,,,"3108933010690",,
"289863087489998",30,77,45,,,,7,20,101,,13.30,1993,,,,"n",228,"scope","MK",0,2,2012,"spcd119 on mount",,,,,,"3109054010690",,
"289863088489998",30,77,46,,,,2,1,101,,18.50,1996,,,,"n",140,"scope",,0,0,0,,"mt133",0.12,"n","y",,"3109128010690","3109139010690",
"289863101489998",30,77,54,,,,3,5,101,,11.20,1996,1.10,9.50,0.80,"n",99,"scope","EG",0,9,2012,,,,,,,"3109480010690",,
"289863136489998",30,77,135,,,,1,5,101,,3.50,1996,,,,"y",62,"scope","BL",0,1,2013,"db mismatch",,,,,,"3112152010690","3112172010690",
"289863138489998",30,77,135,,,,5,4,101,,10.20,1996,,,,"y",212,"scope","BL",0,1,2013,,,,,,,"3112152010690","3112206010690",
"289863187489998",30,81,8,,,,4,2,101,,5.80,1996,0.60,2.90,0.40,"n",64,"scope","EG",0,1,2013,,"mt130",0.16,"n","y",,"3115467010690",,
"289863196489998",30,81,17,,,,1,13,101,,12.90,1995,,,,"n",108,"scan","SR",0,0,0,,"mt106",0.17,"n","y",,"3115639010690","3115657010690",
"289863224489998",30,81,73,,,,2,10,101,,7.60,1995,2.00,4.00,3.00,"n",67,"scan","SR",0,0,0,,"mt130",0.20,"n","y",,"3116701010690",,
"289863228489998",30,81,80,,,,1,9,101,,9.40,1994,2.00,7.00,2.00,"n",145,"scan","SR",0,0,0,,"mt130",0.11,"n","y",,"3116783010690","3116798010690",
"289863229489998",30,81,81,,,,1,3,101,,19.00,1995,,,,"n",167,"scope",,0,0,0,"spcd 93","mt106",0.08,"n","y",,"3116819010690","3116828010690",
"289863253489998",30,81,104,,,,3,8,101,,7.80,1995,0.50,6.60,0.40,"n",207,"scope","MK",0,11,2011,,"mt120",0.12,"n","y",,"3117440010690",,
"289863254489998",30,81,104,,,,3,9,101,,6.50,1995,0.30,2.10,0.50,"n",113,"scope","MK",0,11,2011,,"mt120",-0.10,"n","y",,"3117440010690",,
"289863298489998",30,81,145,,,,4,5,101,,7.40,1995,1.00,20.00,2.00,"n",16,"scan","SR",0,0,0,,"mt131",0.74,"y","n",,"3118347010690","3118385010690",
"289863327489998",30,81,172,,,,3,5,101,,10.90,1995,,,,"y",102,"scan","SR",0,0,0,,"mt130",0.24,"n","y",,"3118940010690",,
"289863352489998",30,81,187,,,,2,4,101,,7.40,1995,1.00,4.00,3.00,"n",32,"scan","SR",0,0,0,,"mt106",0.59,"y","n",,"3119374010690",,
"289863417489998",30,81,231,,,,1,1,101,,10.10,1995,2.00,11.00,1.50,"n",111,"scan","SR",0,0,0,,"mt119",0.13,"n","y",,"3120644010690","3120651010690",
"289863689489998",30,89,108,,,,1,4,101,,8.80,1996,,,,"y",216,"scope","EG",0,11,2012,,"mt105",0.09,"n","y",,"3129270010690",,
"289863690489998",30,89,108,,,,4,4,101,,7.10,1996,,,,"n",159,"scope","JH",0,11,2012,,"mt105",-0.06,"n","y",,"3129270010690",,
"289863957489998",30,93,51,,,,2,2,101,,13.10,1997,,,,"y",71,"scope","BL",0,2,2013,,"mt103",0.20,,"y",,"3136295010690","3136308010690",
"289863978489998",30,95,150,,,,3,4,101,,6.40,1997,0.50,5.60,0.70,"n",178,"scope","AB",0,5,2012,"no loc 150",,,,,,,,
"289864009489998",30,97,31,,,,1,7,101,,6.80,1997,0.80,7.80,0.70,"n",183,"scope","MK",0,5,2012,,,,,,,"3138277010690","3138290010690",
"289864046489998",30,97,164,,,,3,1,101,,14.10,1997,0.90,14.10,1.90,"n",218,"scope","MK",0,5,2012,,,,,,,"3139539010690","3139560010690",
"289864047489998",30,97,164,,,,4,2,101,,8.00,1997,0.90,4.60,0.90,"n",173,"scope","MK",0,5,2012,,,,,,,"3139539010690","3139571010690",
