CN,PLOT_CN,STATECD,COUNTYCD,PLOT,INVYR,PROTOCOL,SUBP,TREE,SPCD,DIA,WDLDSTEM,RADAGECD_RMRS,BHAGE,TOTAGE,CRUISE_DATE,PREV_CRUISE_DATE,MEASYEAR,AGECHKCD_RMRS,NOTES,OFFICE_NOTES,RECEIVED_BY,RECEIVED_BY_DATE,LAB_ID,LAB_NAME,LAB_SHIP_DATE,PLOT_FIADB,LAT_FUZZED,LON_FUZZED,ELEV_FUZZED,RADGRW_RMRS,SITE_TREE_NUM,AGEDIA,IN_TREE_and_SITE_tables,Core requested Y-N
23T352,667906463126144,16,37,93,2022,STD,3,12,101,13,,3,,,7/12/2023,,2023,3,can not count rings. sending in core,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,82613,44.507609,-114.812716,8839,4,0,0,,
23T354,667907645126144,16,37,246,2023,STD,1,24,101,5.9,,3,,,9/9/2023,7/19/2014,2023,3,extremely small rings cannot count in field. Later found a second larger PIAL for core sampling but sending this one in as well. needle sample collected,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,86961,44.266174,-113.570064,9386,2,0,0,,
23T356,667907645126144,16,37,246,2023,STD,2,20,101,8.2,,3,,,9/9/2023,7/19/2014,2023,3,needles and core collected. measured 23.9 on right side and 24.0 on left side using plumb bob,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,86961,44.266174,-113.570064,9386,4,0,0,,
23T371,667907337126144,16,85,76,2023,STD,1,7,101,9.2,,3,,,9/19/2023,7/30/2013,2023,3,,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,80278,45.052793,-115.284766,8104,9,0,0,,
23T377,667907011126144,16,85,338,2023,STD,1,1,101,11.8,,3,,,9/25/2023,7/9/2014,2023,3,,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,85858,44.421596,-115.249335,8117,3,0,0,,
23T525,667907678126144,16,13,36,2023,STD,1,19,101,14.1,,3,,,10/7/2023,9/4/2013,2023,3,normal whitebark form no defect,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,87387,43.769182,-114.205723,8707,10,0,0,,
23T527,667906986126144,16,25,13,2023,STD,2,17,101,7.1,,3,,,9/24/2023,7/31/2014,2023,3,seems to be missed by prev crew,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,87587,43.735781,-114.704125,8173,7,0,0,,
23T531,667907595126144,16,37,146,2023,STD,2,13,101,14.3,,3,,,9/9/2023,6/26/2013,2023,3,,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,83454,44.405009,-114.423105,8802,4,0,0,,
23T534,667907067126144,16,37,436,2023,STD_SOILS,2,13,101,13.3,,3,,,9/20/2023,8/7/2013,2023,3,,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,88329,43.909735,-114.382399,9262,9,0,0,,
23T535,667907658126144,16,37,3019,2023,STD,1,1,101,7.3,,3,,,9/8/2023,7/8/2014,2023,3,pce htw no needles cannot reach.,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,83005,44.43497,-114.563885,8904,3,0,0,,
23T385,670952548126144,30,49,2,2023,STD,4,2,101,19.1,,3,,,8/30/2023,8/13/2014,2023,3,1. No cones present and needles could not be reached for sampling.,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,87424,47.879071,-113.009507,6995,2,0,0,,
23T416,733356551290487,56,13,45,2023,STD,3,7,101,9.8,,3,,,10/5/2023,7/29/2013,2023,3,,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,84525,43.74309,-109.322403,9577,3,0,0,,
23T419,733356472290487,56,13,3098,2023,STD,3,4,101,8.9,,3,,,10/4/2023,9/7/2013,2023,3,,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,86510,42.585639,-109.03665,9803,4,0,0,,
23T430,733350590290487,56,29,711,2022,STD,1,1,101,11.7,,3,,,8/22/2023,9/14/2012,2023,3,"Could not reach needles for sample, core collected for climate study",WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,83263,43.834491,-109.139419,9718,1,0,0,,
23T434,733349315290487,56,29,3055,2021,STD,4,7,101,5.5,,3,,,8/12/2023,9/27/2012,2023,3,swell at 4.5'. Some evidence of dieback.,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,87464,44.538182,-109.82854,9803,21,0,0,,
23T449,547769069126144,16,85,75,2021,STD,4,3,101,13.8,,3,,,7/18/2023,9/9/2011,2023,3,blister rust.  Office Edit radial growth calculated from past and present dia. Radagecd set to 3,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,86007,45.053313,-115.350382,9029,2,0,0,,
23T463,670952799126144,30,29,10,2023,STD,1,7,101,17.6,,3,,,6/26/2023,8/14/2013,2023,3,X-TREE                             SOME RED FOLIAGE    Office Edit Radial growth calculated using past and present dia. Radagecd set to 3,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,86323,48.955464,-114.612174,6056,4,0,0,,
23T469,733356567290487,56,13,40,2023,STD,2,21,101,6.3,,3,,,9/20/2023,7/30/2013,2023,3,large catface bulge at breast ht,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,80816,43.752031,-109.637481,9993,8,0,0,,
23T470,40418411010690,56,13,463,2020,STDT1P2A_SOILS,3,27,101,3.9,,3,,,8/18/2023,9/17/1998,2023,3,"collected core - very difficult to read in field, had nails at bottom",WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,89676,43.070007,-109.459915,9672,1,0,0,,
23T471,733356357290487,56,13,559,2023,STD,3,1,101,9.2,,3,,,8/10/2023,7/31/2014,2023,3,"core collected for climate stidy, forked    office edit radial growth calculated using past and present dia. Radagecd set to 3",WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,83326,42.934407,-109.339972,10604,6,0,0,,
23T479,733356620290487,56,29,628,2023,STD,2,8,101,12.1,,3,,,7/29/2023,9/1/2014,2023,3,got core sample for climate study    office edit radial growth calculated using past and present dia. Radagecd set to 3,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,80545,44.075132,-109.932724,9419,9,0,0,,
23T482,733350611290487,56,29,705,2022,STD,4,15,101,12.6,,3,,,8/31/2023,8/28/2012,2023,3,office edit radial growth calculated using past and present dia. Radagecd set to 3,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,86869,43.842427,-109.813717,8825,2,0,0,,
23T487,733356395290487,56,39,296,2023,STD_SOILS,4,9,101,16.2,,3,,,9/7/2023,7/21/2013,2023,3,Office edit radial growth calculated using past and present dia. Radagecd set to 3,WBP cores will be sent to John Shaw to take to Tuscon in Nov 2023,"Hamblin, Jeremy",10/18/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,86680,43.712937,-110.438847,8110,2,0,0,,
23T515,667907033126144,16,59,398,2023,STD,3,2,101,8.8,,3,,,10/9/2023,8/20/2013,2023,3,needles collected,,"Hamblin, Jeremy",12/12/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,82951,44.582734,-113.58593,8963,6,0,0,,
23T591,670952628126144,30,57,86,2023,STD,3,10,101,9.3,,3,,,8/2/2023,7/30/2013,2023,3,top seems to be dying off. Needles too high to collect   Office Note_RadAge changed to 3,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,87457,45.56016,-112.095224,9206,2,0,0,,
23T592,670952628126144,30,57,86,2023,STD,3,11,101,8,,3,,,8/2/2023,7/30/2013,2023,3,needles too high to collect  Office Note_ RadAge Changed to 3,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,87457,45.56016,-112.095224,9206,2,0,0,,
23T607,733356500290487,56,29,3087,2023,STD,3,1,101,12.2,,2,96,,8/30/2023,9/3/2014,2023,3,OFFICE EDIT_Changed AgeChkCd=3 Radial Growth is calculated using previous and current dialength measured accurately,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,86648,44.052904,-109.791404,9718,6,0,0,,
23T608,670953100126144,30,67,35,2023,STD,1,1,101,8,,3,,,9/13/2023,8/8/2013,2023,3,Office Edit_Changed RadAgeCd=3,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,89164,46.011887,-110.361863,8967,16,0,0,,
23T618,733356438290487,56,29,106,2023,STD,3,8,101,9,,3,,,8/23/2023,7/17/2013,2023,3,OFFICE EDIT_Changed RadAgeCd=3 Radial Growth is calculated using previous and current dia,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,82228,44.869562,-109.41285,10085,9,0,0,,
23T620,733356442290487,56,29,349,2023,STD,4,6,101,13.1,,3,,,8/5/2023,7/6/2013,2023,3,OFFICE EDIT_Changed RadAgeCd=3 Radial Growth is calculated using previous and current dia,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,84176,44.564325,-109.933393,9229,3,0,0,,
23T625,667907625126144,16,59,342,2023,STD,2,3,101,13.2,,3,,,10/8/2023,9/6/2013,2023,3,Office Edit_ Changed RadAgeCd=3 Radial Growth calculated from past and current dia,,"Hamblin, Jeremy",12/19/23,2,"Laboratory of Tree Ring Research, University of Arizona",1/3/24,86068,44.716882,-113.778057,8720,4,0,0,,
23X1451,733350538290487,56,29,517,2022,STD,2,0,101,9.2,,,,,6/8/2023,7/23/2012,2023,0,dia at 5.1ft,,"Hamblin, Jeremy",8/31/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,81592,44.2888,-109.307927,8012,,2,65,,
23X1452,733350538290487,56,29,517,2022,STD,4,0,101,10.5,,,,,6/8/2023,7/23/2012,2023,0,,,"Hamblin, Jeremy",8/31/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,81592,44.2888,-109.307927,8012,,3,51,,
23X1453,733350538290487,56,29,517,2022,STD,2,0,101,11.9,,,,,6/8/2023,7/23/2012,2023,0,dia taken at 4.9ft due to branching,Straw marked with dia 11.1,"Hamblin, Jeremy",8/31/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,81592,44.2888,-109.307927,8012,,4,73,,
23X1511,733356829290487,56,13,13,2023,STD,4,31,101,5.7,,2,42,,7/8/2023,7/31/2013,2023,0,,,"Hamblin, Jeremy",8/31/23,2,"Laboratory of Tree Ring Research, University of Arizona",11/3/23,80516,43.882154,-109.443725,10112,13,1,42,,
23T198,733350609290487,56,35,205,2022,STD,3,11,101,5.6,,3,,,6/17/2023,8/31/2012,2023,3,,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,84973,42.850489,-109.535522,9488,10,0,0,Y,
23T210,733349426290487,56,35,3042,2021,STD,1,21,101,5,,3,,,6/14/2023,9/22/2011,2023,3,,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,85362,42.600391,-109.101828,9649,5,0,0,Y,
23T211,733349426290487,56,35,3042,2021,STD,3,10,101,9.9,,3,,,6/14/2023,9/22/2011,2023,3,Small fork,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,85362,42.600391,-109.101828,9649,10,0,0,Y,
23T212,733349426290487,56,35,3042,2021,STD,4,1,101,8,,3,,,6/14/2023,9/22/2011,2023,3,Some pitching,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,85362,42.600391,-109.101828,9649,12,0,0,Y,
23T213,733349426290487,56,35,3042,2021,STD,4,15,101,3.5,,3,,,6/14/2023,9/22/2011,2023,3,,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,85362,42.600391,-109.101828,9649,11,0,0,Y,
23T225,733349443290487,56,39,236,2021,STD,4,9,101,8.9,,3,,,7/5/2023,8/21/2012,2023,3,,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,87113,43.89174,-110.19129,8711,7,0,0,Y,
23T425,733350542290487,56,29,507,2022,STD,2,23,101,5.6,,3,,,8/10/2023,9/17/2012,2023,3,,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,84584,44.298869,-109.934472,8865,7,0,0,Y,
23T428,733350728290487,56,29,650,2022,STD_SOILS,2,23,101,10.1,,3,,,7/15/2023,8/8/2012,2023,3,,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,89883,44.020222,-109.810289,10075,8,0,0,Y,
23T512,733349275290487,56,35,329,2021,STD,3,7,101,6.7,,3,,,7/30/2023,8/17/2011,2023,3,Small open wound,,"Hamblin, Jeremy",2/9/24,2,"Laboratory of Tree Ring Research, University of Arizona",4/2/24,80842,42.589229,-110.577772,9583,7,0,0,Y,
