PLT_CN,meantemp,precip
3094514010690,-0.6048688121600475,94.17112301415442
3094580010690,0.37575122305205844,71.9278432500146
3106882010690,2.929803212189804,89.67888107099155
3107437010690,1.186002066939079,158.3211733763761
3107500010690,3.798902637336946,68.30683824252768
3108415010690,2.7686588294658483,90.78770635269656
3109128010690,2.2340449690346205,133.1145858170569
3112152010690,3.4831043755537263,55.065107307418344
3116783010690,1.950592815579782,84.06579455920178
3116819010690,1.4696497471953929,88.50767986441997
3118347010690,1.4129913401207017,91.57264274968566
3120644010690,2.1710767355506335,92.5845197959013
3136295010690,1.5806035378605139,61.40348518996349
3138277010690,1.402298265107963,85.06784331641181
3139539010690,-0.7515346557379319,77.47275584857456
3139723010690,1.3449665921228848,64.29632262506894
3139831010690,-0.38416131718667074,75.41548352017261
3141094010690,1.51539851251708,100.42664428611008
3141299010690,1.5912454590491836,94.49545874788423
3141485010690,1.457465770866752,106.4552186910682
3315056010690,2.0052326752207934,101.11420296875164
3326030010690,1.3731010780907862,77.96026228127306
3327914010690,2.4526443912679556,53.00540431547086
5392508010690,-0.0805181619383102,62.11897028117093
5392831010690,0.3297306152255422,62.50855525619913
5393113010690,1.5283692237420048,67.19293901139852
5393380010690,2.689620041687244,55.29672279737571
5393622010690,1.3731010780907862,77.96026228127306
5398212010690,1.6143580871815155,70.25541502497967
11807205010690,-0.11530941310830467,75.74011798517735
31368397010690,1.4066703702644818,77.02874249677257
40405615010690,-1.2019422381631064,66.16409241563024
40405617010690,-0.6711460391974224,83.00436391081452
40405619010690,-0.7334480147104535,56.663147667256915
40405650010690,-0.12303092968092097,49.97634814251768
40405670010690,-0.3000288758094182,56.14199510442935
40405749010690,1.4773774749703903,51.78074840507885
40405766010690,-0.31883167481609265,68.8715156051192
40405776010690,-0.07435972768165555,57.46376567668353
40405821010690,-0.8801423201758934,79.4051137882294
40405877010690,0.3101229388923796,55.141426532427865
40406672010690,-0.2981295400962279,76.13376320785422
40406711010690,1.4715437278348995,55.03900004102059
40406795010690,-0.3756588252673154,78.60289118156182
40406817010690,-0.04555115143343186,87.98011383404432
40406851010690,-0.9769876165593201,87.44646852382338
40406874010690,-0.5932929065192218,78.62262873218792
40406875010690,-1.0564983519146305,80.17246361278464
40407564010690,0.04486427116384502,86.31588359162359
40407609010690,0.24201897315879958,74.07821617341868
40407612010690,0.7682289619424943,67.58125161190237
40407634010690,1.9367875379287185,66.49255775775846
40407635010690,0.5902858879922412,46.34490259164458
40407655010690,0.0011019133149131634,171.7583835084397
40418144010690,0.5483469517395154,71.76061054080625
40418147010690,0.7907718654578662,32.734661681620594
40418366010690,1.406294151243009,50.431311889253436
40418449010690,1.191880360792434,50.03680858030767
40418776010690,-0.98785478738516,64.68662548375012
40419028010690,-0.8342120478293938,50.21006772797494
40420584010690,-0.4265037106919947,88.59040423863793
40420591010690,0.39559076269035803,62.92036472088826
40420692010690,0.9336353171743194,51.11336634792511
40420796010690,0.49454579503040536,62.844969457919056
40420813010690,-0.06622853889299017,75.53635883252613
40420910010690,0.2828028080880741,81.22142742151277
40420989010690,-1.7183976904377671,75.01319797066571
40421014010690,0.1361782268291378,74.79655767165788
40421023010690,-0.37595008366734295,75.82243323341326
40421040010690,-0.31437458329478274,59.075298666056526
40421430010690,0.1689360585222562,52.57871281903962
40421473010690,1.0030412586362076,47.078839092832
40421476010690,0.7242190643779826,42.176949747978696
40421524010690,0.7057417556090223,70.55668478283305
40421581010690,-0.12136674755541706,63.0429405933953
40422684010690,0.21970008562431215,126.53466179465302
40422697010690,0.3709170731306479,81.83849354663697
40422709010690,0.008176572739973326,84.66366342664158
40422790010690,0.1590758992129285,76.13480436821581
40422794010690,0.0011019133149131634,171.7583835084397
40422883010690,0.09903670798621382,49.22064524888992
40422910010690,0.2250255807883051,85.28485810284567
188770829020004,2.4185292976025186,166.50143967362325
282479222489998,-0.35660148351457033,93.0323268619701
