CORE_CN,TRE_CN,PLOT_CN,Year,RW,STATECD,COUNTYCD,DIA,MEASYEAR,LAT,LON,ELEV,CNT_HT,CNT_LGTH,CNT_X,PITH,RINGCOUNT,VERIFY,REVISIT,INVYR
289859843489998,2976031010690,2976020010690,1965,2.17,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1966,2.34,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1967,1.16,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1968,0.96,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1969,1.72,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1970,1.85,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1971,1.86,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1972,0.85,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1973,0.77,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1974,0.48,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1975,0.76,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1976,1.28,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1977,1.4,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1978,1.07,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1979,1.29,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1980,1.23,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1981,1.94,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1982,1.45,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1983,1.19,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1984,1.66,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1985,1.19,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1986,0.66,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1987,0.85,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1988,0.89,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1989,0.29,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1990,0.37,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1991,0.45,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1992,1.03,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859843489998,2976031010690,2976020010690,1993,1.2,30,29,7.4,1993,48.647214,-114.356269,5800,0.2,2.4,2,n,59,y,n,1989
289859845489998,2976039010690,2976020010690,1950,2.18,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1951,3.05,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1952,1.95,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1953,1.5,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1954,3.1,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1955,2.27,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1956,1.83,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1957,1.9,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1958,2.03,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1959,2.02,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1960,2.15,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1961,2.22,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1962,2.5,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1963,1.81,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1964,1.49,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1965,1.35,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1966,1.62,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1967,1.69,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1968,1.36,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1969,0.88,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1970,1.67,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1971,1.34,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1972,1.03,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1973,0.99,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1974,0.62,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1975,0.72,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1976,1.13,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1977,0.93,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1978,1,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1979,1.01,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1980,0.9,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1981,1.3,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1982,0.86,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1983,1.55,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1984,1.23,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1985,0.92,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1986,0.68,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1987,1.52,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1988,1.08,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1989,0.89,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1990,0.67,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1991,0.69,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1992,0.48,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1993,0.43,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289859845489998,2976039010690,2976020010690,1994,0.65,30,29,7.6,1993,48.647214,-114.356269,5800,2.4,15.4,2,n,45,y,n,1989
289863298489998,3118385010690,3118347010690,1974,2.03,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1975,2.89,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1976,1.78,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1977,1.2,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1978,2.81,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1979,1.52,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1980,1.63,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1981,1.7,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1982,1.41,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1983,2.03,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1984,1.61,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1985,1.86,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1986,2.31,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1987,1.7,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1988,2.38,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
289863298489998,3118385010690,3118347010690,1989,2.2,30,81,7.4,1995,46.020855,-113.775947,8100,1,20,2,n,16,y,n,1989
295705463489998,188954883020004,40405619010690,1915,0.31,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1916,0.11,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1917,0.35,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1918,0.48,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1919,0.52,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1920,0.7,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1921,0.55,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1922,0.36,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1923,0.66,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1924,0.72,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1925,1.03,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1926,1.02,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1927,1.02,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1928,0.89,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1929,0.74,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1930,0.65,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1931,0.52,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1932,0.63,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1933,0.66,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1934,0.61,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1935,0.67,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1936,0.85,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1937,0.99,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1938,1.06,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1939,0.97,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1940,1.32,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1941,1.21,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1942,0.84,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1943,1.11,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1944,1.07,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1945,0.99,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1946,1,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1947,1.09,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1948,0.98,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1949,0.75,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1950,0.86,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1951,0.87,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1952,0.78,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1953,0.58,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1954,0.47,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1955,0.57,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1956,0.42,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1957,0.58,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1958,0.54,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1959,0.52,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1960,0.69,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1961,0.63,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1962,0.72,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1963,0.84,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1964,0.87,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1965,0.76,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1966,0.64,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1967,0.59,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1968,0.51,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1969,0.46,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1970,0.47,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1971,0.27,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1972,0.31,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1973,0.26,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1974,0.3,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1975,0.24,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1976,0.32,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1977,0.29,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1978,0.27,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1979,0.2,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1980,0.27,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1981,0.2,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1982,0.28,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1983,0.26,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1984,0.27,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1985,0.23,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
295705463489998,188954883020004,40405619010690,1986,0.17,56,13,5.3,2012,43.796064,-109.327158,10440,0.7,2.6,0.3,n,98,y,n,2012
