TRE_CN,PLOT_CN,MEASYEAR,Year,RW,DIA
23R1,667907477126144,2023,1931,0.56,12.1
23R1,667907477126144,2023,1932,0.4,12.1
23R1,667907477126144,2023,1933,0.36,12.1
23R1,667907477126144,2023,1934,0.52,12.1
23R1,667907477126144,2023,1935,0.73,12.1
23R1,667907477126144,2023,1936,0.65,12.1
23R1,667907477126144,2023,1937,0.69,12.1
23R1,667907477126144,2023,1938,0.75,12.1
23R1,667907477126144,2023,1939,0.89,12.1
23R1,667907477126144,2023,1940,0.89,12.1
23R1,667907477126144,2023,1941,0.84,12.1
23R1,667907477126144,2023,1942,0.81,12.1
23R1,667907477126144,2023,1943,0.88,12.1
23R1,667907477126144,2023,1944,0.83,12.1
23R1,667907477126144,2023,1945,0.62,12.1
23R1,667907477126144,2023,1946,0.77,12.1
23R1,667907477126144,2023,1947,1.03,12.1
23R1,667907477126144,2023,1948,0.86,12.1
23R1,667907477126144,2023,1949,1.01,12.1
23R1,667907477126144,2023,1950,0.86,12.1
23R1,667907477126144,2023,1951,1.4,12.1
23R1,667907477126144,2023,1952,1.03,12.1
23R1,667907477126144,2023,1953,0.86,12.1
23R1,667907477126144,2023,1954,0.8,12.1
23R1,667907477126144,2023,1955,0.84,12.1
23R1,667907477126144,2023,1956,0.8,12.1
23R1,667907477126144,2023,1957,0.87,12.1
23R1,667907477126144,2023,1958,0.83,12.1
23R1,667907477126144,2023,1959,0.76,12.1
23R1,667907477126144,2023,1960,0.96,12.1
23R1,667907477126144,2023,1961,0.75,12.1
23R1,667907477126144,2023,1962,0.66,12.1
23R1,667907477126144,2023,1963,1.2,12.1
23R1,667907477126144,2023,1964,0.87,12.1
23R1,667907477126144,2023,1965,0.71,12.1
23R1,667907477126144,2023,1966,0.83,12.1
23R1,667907477126144,2023,1967,0.65,12.1
23R1,667907477126144,2023,1968,0.74,12.1
23R1,667907477126144,2023,1969,0.95,12.1
23R1,667907477126144,2023,1970,1.01,12.1
23R1,667907477126144,2023,1971,1.04,12.1
23R1,667907477126144,2023,1972,0.79,12.1
23R1,667907477126144,2023,1973,1.14,12.1
23R1,667907477126144,2023,1974,1.07,12.1
23R1,667907477126144,2023,1975,0.81,12.1
23R1,667907477126144,2023,1976,0.91,12.1
23R1,667907477126144,2023,1977,0.82,12.1
23R1,667907477126144,2023,1978,0.76,12.1
23R1,667907477126144,2023,1979,0.88,12.1
23R1,667907477126144,2023,1980,1.26,12.1
23R1,667907477126144,2023,1981,0.9,12.1
23R1,667907477126144,2023,1982,1.12,12.1
23R1,667907477126144,2023,1983,1.18,12.1
23R1,667907477126144,2023,1984,1.1,12.1
23R1,667907477126144,2023,1985,0.98,12.1
23R1,667907477126144,2023,1986,0.91,12.1
23R1,667907477126144,2023,1987,0.91,12.1
23R1,667907477126144,2023,1988,0.81,12.1
23R1,667907477126144,2023,1989,0.58,12.1
23R1,667907477126144,2023,1990,0.53,12.1
23R1,667907477126144,2023,1991,0.6,12.1
23R1,667907477126144,2023,1992,0.62,12.1
23R1,667907477126144,2023,1993,0.72,12.1
23R1,667907477126144,2023,1994,1,12.1
23R1,667907477126144,2023,1995,0.65,12.1
23R1,667907477126144,2023,1996,0.53,12.1
23R1,667907477126144,2023,1997,0.52,12.1
23R1,667907477126144,2023,1998,0.38,12.1
23R1,667907477126144,2023,1999,0.38,12.1
23R1,667907477126144,2023,2000,0.42,12.1
23R1,667907477126144,2023,2001,0.41,12.1
23R1,667907477126144,2023,2002,0.43,12.1
23R1,667907477126144,2023,2003,0.34,12.1
23R1,667907477126144,2023,2004,0.27,12.1
23R1,667907477126144,2023,2005,0.38,12.1
23R1,667907477126144,2023,2006,0.35,12.1
23R1,667907477126144,2023,2007,0.34,12.1
23R1,667907477126144,2023,2008,0.39,12.1
23R1,667907477126144,2023,2009,0.44,12.1
23R1,667907477126144,2023,2010,0.35,12.1
23R1,667907477126144,2023,2011,0.36,12.1
23R1,667907477126144,2023,2012,0.44,12.1
23R1,667907477126144,2023,2013,0.38,12.1
23R1,667907477126144,2023,2014,0.48,12.1
23R1,667907477126144,2023,2015,0.4,12.1
23R1,667907477126144,2023,2016,0.42,12.1
23R1,667907477126144,2023,2017,0.54,12.1
23R1,667907477126144,2023,2018,0.5,12.1
23R1,667907477126144,2023,2019,0.55,12.1
23R1,667907477126144,2023,2020,0.54,12.1
23R1,667907477126144,2023,2021,0.41,12.1
23R1,667907477126144,2023,2022,0.31,12.1
23R1,667907477126144,2023,2023,0.5,12.1
23R2,667907533126144,2023,1952,0.29,8.2
23R2,667907533126144,2023,1953,0.15,8.2
23R2,667907533126144,2023,1954,0.23,8.2
23R2,667907533126144,2023,1955,0.42,8.2
23R2,667907533126144,2023,1956,0.2,8.2
23R2,667907533126144,2023,1957,0.13,8.2
23R2,667907533126144,2023,1958,0.21,8.2
23R2,667907533126144,2023,1959,0.47,8.2
23R2,667907533126144,2023,1960,0.58,8.2
23R2,667907533126144,2023,1961,0.57,8.2
23R2,667907533126144,2023,1962,0.66,8.2
23R2,667907533126144,2023,1963,0.76,8.2
23R2,667907533126144,2023,1964,0.74,8.2
23R2,667907533126144,2023,1965,0.49,8.2
23R2,667907533126144,2023,1966,0.75,8.2
23R2,667907533126144,2023,1967,0.57,8.2
23R2,667907533126144,2023,1968,0.98,8.2
23R2,667907533126144,2023,1969,0.83,8.2
23R2,667907533126144,2023,1970,0.57,8.2
23R2,667907533126144,2023,1971,0.71,8.2
23R2,667907533126144,2023,1972,0.76,8.2
23R2,667907533126144,2023,1973,1.25,8.2
23R2,667907533126144,2023,1974,1,8.2
23R2,667907533126144,2023,1975,1.16,8.2
23R2,667907533126144,2023,1976,1.5,8.2
23R2,667907533126144,2023,1977,1.15,8.2
23R2,667907533126144,2023,1978,1.2,8.2
23R2,667907533126144,2023,1979,1.32,8.2
23R2,667907533126144,2023,1980,1.4,8.2
23R2,667907533126144,2023,1981,1.83,8.2
23R2,667907533126144,2023,1982,1.45,8.2
23R2,667907533126144,2023,1983,1.59,8.2
23R2,667907533126144,2023,1984,1.7,8.2
23R2,667907533126144,2023,1985,1.64,8.2
23R2,667907533126144,2023,1986,1.68,8.2
23R2,667907533126144,2023,1987,1.22,8.2
23R2,667907533126144,2023,1988,1.03,8.2
23R2,667907533126144,2023,1989,0.91,8.2
23R2,667907533126144,2023,1990,0.82,8.2
23R2,667907533126144,2023,1991,1.11,8.2
23R2,667907533126144,2023,1992,1.69,8.2
23R2,667907533126144,2023,1993,1.75,8.2
23R2,667907533126144,2023,1994,1.97,8.2
23R2,667907533126144,2023,1995,1.65,8.2
23R2,667907533126144,2023,1996,3.19,8.2
23R2,667907533126144,2023,1997,3.61,8.2
23R2,667907533126144,2023,1998,2.33,8.2
23R2,667907533126144,2023,1999,1.77,8.2
23R2,667907533126144,2023,2000,1.47,8.2
23R2,667907533126144,2023,2001,0.94,8.2
23R2,667907533126144,2023,2002,1.43,8.2
23R2,667907533126144,2023,2003,2.13,8.2
23R2,667907533126144,2023,2004,1.64,8.2
23R2,667907533126144,2023,2005,1.52,8.2
23R2,667907533126144,2023,2006,1.92,8.2
23R2,667907533126144,2023,2007,1.18,8.2
23R2,667907533126144,2023,2008,1.3,8.2
23R2,667907533126144,2023,2009,1.41,8.2
23R2,667907533126144,2023,2010,1.16,8.2
23R2,667907533126144,2023,2011,1.13,8.2
23R2,667907533126144,2023,2012,1.61,8.2
23R2,667907533126144,2023,2013,0.89,8.2
23R2,667907533126144,2023,2014,1.42,8.2
23R2,667907533126144,2023,2015,2.17,8.2
23R2,667907533126144,2023,2016,1.94,8.2
23R2,667907533126144,2023,2017,2.4,8.2
23R2,667907533126144,2023,2018,2.15,8.2
23R2,667907533126144,2023,2019,1.67,8.2
23R2,667907533126144,2023,2020,1.23,8.2
23R2,667907533126144,2023,2021,0.87,8.2
23R2,667907533126144,2023,2022,1.04,8.2
23R21,670951002126144,2023,1989,2.05,8.1
23R21,670951002126144,2023,1990,2.09,8.1
23R21,670951002126144,2023,1991,2.83,8.1
23R21,670951002126144,2023,1992,3.11,8.1
23R21,670951002126144,2023,1993,2.78,8.1
23R21,670951002126144,2023,1994,2.62,8.1
23R21,670951002126144,2023,1995,2.98,8.1
23R21,670951002126144,2023,1996,2.96,8.1
23R21,670951002126144,2023,1997,3.33,8.1
23R21,670951002126144,2023,1998,3.31,8.1
23R21,670951002126144,2023,1999,3.23,8.1
23R21,670951002126144,2023,2000,3.69,8.1
23R21,670951002126144,2023,2001,4.37,8.1
23R21,670951002126144,2023,2002,5.06,8.1
23R21,670951002126144,2023,2003,3.39,8.1
23R21,670951002126144,2023,2004,2.93,8.1
23R21,670951002126144,2023,2005,3.48,8.1
23R21,670951002126144,2023,2006,3.58,8.1
23R21,670951002126144,2023,2007,3.71,8.1
23R21,670951002126144,2023,2008,2.96,8.1
23R21,670951002126144,2023,2009,3.65,8.1
23R21,670951002126144,2023,2010,3.83,8.1
23R21,670951002126144,2023,2011,2.75,8.1
23R21,670951002126144,2023,2012,3.14,8.1
23R21,670951002126144,2023,2013,2.88,8.1
23R21,670951002126144,2023,2014,3.59,8.1
23R21,670951002126144,2023,2015,2.56,8.1
23R21,670951002126144,2023,2016,2.23,8.1
23R21,670951002126144,2023,2017,3.28,8.1
23R21,670951002126144,2023,2018,3.56,8.1
23R21,670951002126144,2023,2019,3.1,8.1
23R21,670951002126144,2023,2020,2.85,8.1
23R21,670951002126144,2023,2021,1.95,8.1
23R21,670951002126144,2023,2022,1.14,8.1
23R21,670951002126144,2023,2023,1.1,8.1
23R27,733356577290487,2023,1670,0.49,11.9
23R27,733356577290487,2023,1671,0.35,11.9
23R27,733356577290487,2023,1672,0.3,11.9
23R27,733356577290487,2023,1673,0.39,11.9
23R27,733356577290487,2023,1674,0.26,11.9
23R27,733356577290487,2023,1675,0.35,11.9
23R27,733356577290487,2023,1676,0.64,11.9
23R27,733356577290487,2023,1677,0.69,11.9
23R27,733356577290487,2023,1678,0.81,11.9
23R27,733356577290487,2023,1679,0.56,11.9
23R27,733356577290487,2023,1680,0.75,11.9
23R27,733356577290487,2023,1681,0.55,11.9
23R27,733356577290487,2023,1682,0.55,11.9
23R27,733356577290487,2023,1683,0.57,11.9
23R27,733356577290487,2023,1684,0.53,11.9
23R27,733356577290487,2023,1685,0.44,11.9
23R27,733356577290487,2023,1686,0.39,11.9
23R27,733356577290487,2023,1687,0.32,11.9
23R27,733356577290487,2023,1688,0.36,11.9
23R27,733356577290487,2023,1689,0.4,11.9
23R27,733356577290487,2023,1690,0.38,11.9
23R27,733356577290487,2023,1691,0.43,11.9
23R27,733356577290487,2023,1692,0.55,11.9
23R27,733356577290487,2023,1693,0.43,11.9
23R27,733356577290487,2023,1694,0.42,11.9
23R27,733356577290487,2023,1695,0.44,11.9
23R27,733356577290487,2023,1696,0.37,11.9
23R27,733356577290487,2023,1697,0.39,11.9
23R27,733356577290487,2023,1698,0.36,11.9
23R27,733356577290487,2023,1699,0.39,11.9
23R27,733356577290487,2023,1700,0.39,11.9
23R27,733356577290487,2023,1701,0.43,11.9
23R27,733356577290487,2023,1702,0.38,11.9
23R27,733356577290487,2023,1703,0.31,11.9
23R27,733356577290487,2023,1704,0.3,11.9
23R27,733356577290487,2023,1705,0.45,11.9
23R27,733356577290487,2023,1706,0.36,11.9
23R27,733356577290487,2023,1707,0.3,11.9
23R27,733356577290487,2023,1708,0.14,11.9
23R27,733356577290487,2023,1709,0.34,11.9
23R27,733356577290487,2023,1710,0.26,11.9
23R27,733356577290487,2023,1711,0.26,11.9
23R27,733356577290487,2023,1712,0.36,11.9
23R27,733356577290487,2023,1713,0.25,11.9
23R27,733356577290487,2023,1714,0.33,11.9
23R27,733356577290487,2023,1715,0.31,11.9
23R27,733356577290487,2023,1716,0.35,11.9
23R27,733356577290487,2023,1717,0.2,11.9
23R27,733356577290487,2023,1718,0.25,11.9
23R27,733356577290487,2023,1719,0.33,11.9
23R27,733356577290487,2023,1720,0.41,11.9
23R27,733356577290487,2023,1721,0.26,11.9
23R27,733356577290487,2023,1722,0.24,11.9
23R27,733356577290487,2023,1723,0.31,11.9
23R27,733356577290487,2023,1724,0.27,11.9
23R27,733356577290487,2023,1725,0.26,11.9
23R27,733356577290487,2023,1726,0.23,11.9
23R27,733356577290487,2023,1727,0.3,11.9
23R27,733356577290487,2023,1728,0.21,11.9
23R27,733356577290487,2023,1729,0.18,11.9
23R27,733356577290487,2023,1730,0.2,11.9
23R27,733356577290487,2023,1731,0.25,11.9
23R27,733356577290487,2023,1732,0.25,11.9
23R27,733356577290487,2023,1733,0.28,11.9
23R27,733356577290487,2023,1734,0.29,11.9
23R27,733356577290487,2023,1735,0.23,11.9
23R27,733356577290487,2023,1736,0.21,11.9
23R27,733356577290487,2023,1737,0.31,11.9
23R27,733356577290487,2023,1738,0.27,11.9
23R27,733356577290487,2023,1739,0.2,11.9
23R27,733356577290487,2023,1740,0.2,11.9
23R27,733356577290487,2023,1741,0.24,11.9
23R27,733356577290487,2023,1742,0.17,11.9
23R27,733356577290487,2023,1743,0.17,11.9
23R27,733356577290487,2023,1744,0.16,11.9
23R27,733356577290487,2023,1745,0.11,11.9
23R27,733356577290487,2023,1746,0.21,11.9
23R27,733356577290487,2023,1747,0.21,11.9
23R27,733356577290487,2023,1748,0.19,11.9
23R27,733356577290487,2023,1749,0.2,11.9
23R27,733356577290487,2023,1750,0.22,11.9
23R27,733356577290487,2023,1751,0.25,11.9
23R27,733356577290487,2023,1752,0.2,11.9
23R27,733356577290487,2023,1753,0.15,11.9
23R27,733356577290487,2023,1754,0.19,11.9
23R27,733356577290487,2023,1755,0.19,11.9
23R27,733356577290487,2023,1756,0.14,11.9
23R27,733356577290487,2023,1757,0.14,11.9
23R27,733356577290487,2023,1758,0.17,11.9
23R27,733356577290487,2023,1759,0.19,11.9
23R27,733356577290487,2023,1760,0.17,11.9
23R27,733356577290487,2023,1761,0.23,11.9
23R27,733356577290487,2023,1762,0.21,11.9
23R27,733356577290487,2023,1763,0.16,11.9
23R27,733356577290487,2023,1764,0.2,11.9
23R27,733356577290487,2023,1765,0.21,11.9
23R27,733356577290487,2023,1766,0.23,11.9
23R27,733356577290487,2023,1767,0.29,11.9
23R27,733356577290487,2023,1768,0.24,11.9
23R27,733356577290487,2023,1769,0.22,11.9
23R27,733356577290487,2023,1770,0.24,11.9
23R27,733356577290487,2023,1771,0.21,11.9
23R27,733356577290487,2023,1772,0.28,11.9
23R27,733356577290487,2023,1773,0.21,11.9
23R27,733356577290487,2023,1774,0.23,11.9
23R27,733356577290487,2023,1775,0.19,11.9
23R27,733356577290487,2023,1776,0.23,11.9
23R27,733356577290487,2023,1777,0.27,11.9
23R27,733356577290487,2023,1778,0.18,11.9
23R27,733356577290487,2023,1779,0.22,11.9
23R27,733356577290487,2023,1780,0.23,11.9
23R27,733356577290487,2023,1781,0.18,11.9
23R27,733356577290487,2023,1782,0.18,11.9
23R27,733356577290487,2023,1783,0.18,11.9
23R27,733356577290487,2023,1784,0.2,11.9
23R27,733356577290487,2023,1785,0.18,11.9
23R27,733356577290487,2023,1786,0.19,11.9
23R27,733356577290487,2023,1787,0.34,11.9
23R27,733356577290487,2023,1788,0.15,11.9
23R27,733356577290487,2023,1789,0.24,11.9
23R27,733356577290487,2023,1790,0.18,11.9
23R27,733356577290487,2023,1791,0.13,11.9
23R27,733356577290487,2023,1792,0.2,11.9
23R27,733356577290487,2023,1793,0.12,11.9
23R27,733356577290487,2023,1794,0.21,11.9
23R27,733356577290487,2023,1795,0.11,11.9
23R27,733356577290487,2023,1796,0.16,11.9
23R27,733356577290487,2023,1797,0.13,11.9
23R27,733356577290487,2023,1798,0.13,11.9
23R27,733356577290487,2023,1799,0.17,11.9
23R27,733356577290487,2023,1800,0.16,11.9
23R27,733356577290487,2023,1801,0.15,11.9
23R27,733356577290487,2023,1802,0.16,11.9
23R27,733356577290487,2023,1803,0.15,11.9
23R27,733356577290487,2023,1804,0.1,11.9
23R27,733356577290487,2023,1805,0.09,11.9
23R27,733356577290487,2023,1806,0.11,11.9
23R27,733356577290487,2023,1807,0.11,11.9
23R27,733356577290487,2023,1808,0.13,11.9
23R27,733356577290487,2023,1809,0.14,11.9
23R27,733356577290487,2023,1810,0.2,11.9
23R27,733356577290487,2023,1811,0.12,11.9
23R27,733356577290487,2023,1812,0.13,11.9
23R27,733356577290487,2023,1813,0.12,11.9
23R27,733356577290487,2023,1814,0.15,11.9
23R27,733356577290487,2023,1815,0.12,11.9
23R27,733356577290487,2023,1816,0.12,11.9
23R27,733356577290487,2023,1817,0.14,11.9
23R27,733356577290487,2023,1818,0.18,11.9
23R27,733356577290487,2023,1819,0.18,11.9
23R27,733356577290487,2023,1820,0.2,11.9
23R27,733356577290487,2023,1821,0.17,11.9
23R27,733356577290487,2023,1822,0.17,11.9
23R27,733356577290487,2023,1823,0.19,11.9
23R27,733356577290487,2023,1824,0.13,11.9
23R27,733356577290487,2023,1825,0.2,11.9
23R27,733356577290487,2023,1826,0.21,11.9
23R27,733356577290487,2023,1827,0.2,11.9
23R27,733356577290487,2023,1828,0.22,11.9
23R27,733356577290487,2023,1829,0.15,11.9
23R27,733356577290487,2023,1830,0.18,11.9
23R27,733356577290487,2023,1831,0.17,11.9
23R27,733356577290487,2023,1832,0.13,11.9
23R27,733356577290487,2023,1833,0.13,11.9
23R27,733356577290487,2023,1834,0.15,11.9
23R27,733356577290487,2023,1835,0.22,11.9
23R27,733356577290487,2023,1836,0.16,11.9
23R27,733356577290487,2023,1837,0.18,11.9
23R27,733356577290487,2023,1838,0.21,11.9
23R27,733356577290487,2023,1839,0.22,11.9
23R27,733356577290487,2023,1840,0.23,11.9
23R27,733356577290487,2023,1841,0.25,11.9
23R27,733356577290487,2023,1842,0.19,11.9
23R27,733356577290487,2023,1843,0.31,11.9
23R27,733356577290487,2023,1844,0.23,11.9
23R27,733356577290487,2023,1845,0.18,11.9
23R27,733356577290487,2023,1846,0.2,11.9
23R27,733356577290487,2023,1847,0.2,11.9
23R27,733356577290487,2023,1848,0.2,11.9
23R27,733356577290487,2023,1849,0.23,11.9
23R27,733356577290487,2023,1850,0.2,11.9
23R27,733356577290487,2023,1851,0.21,11.9
23R27,733356577290487,2023,1852,0.22,11.9
23R27,733356577290487,2023,1853,0.22,11.9
23R27,733356577290487,2023,1854,0.26,11.9
23R27,733356577290487,2023,1855,0.16,11.9
23R27,733356577290487,2023,1856,0.16,11.9
23R27,733356577290487,2023,1857,0.2,11.9
23R27,733356577290487,2023,1858,0.24,11.9
23R27,733356577290487,2023,1859,0.19,11.9
23R27,733356577290487,2023,1860,0.21,11.9
23R27,733356577290487,2023,1861,0.19,11.9
23R27,733356577290487,2023,1862,0.23,11.9
23R27,733356577290487,2023,1863,0.18,11.9
23R27,733356577290487,2023,1864,0.19,11.9
23R27,733356577290487,2023,1865,0.28,11.9
23R27,733356577290487,2023,1866,0.25,11.9
23R27,733356577290487,2023,1867,0.24,11.9
23R27,733356577290487,2023,1868,0.25,11.9
23R27,733356577290487,2023,1869,0.27,11.9
23R27,733356577290487,2023,1870,0.27,11.9
23R27,733356577290487,2023,1871,0.22,11.9
23R27,733356577290487,2023,1872,0.31,11.9
23R27,733356577290487,2023,1873,0.23,11.9
23R27,733356577290487,2023,1874,0.22,11.9
23R27,733356577290487,2023,1875,0.27,11.9
23R27,733356577290487,2023,1876,0.28,11.9
23R27,733356577290487,2023,1877,0.23,11.9
23R27,733356577290487,2023,1878,0.26,11.9
23R27,733356577290487,2023,1879,0.3,11.9
23R27,733356577290487,2023,1880,0.24,11.9
23R27,733356577290487,2023,1881,0.24,11.9
23R27,733356577290487,2023,1882,0.21,11.9
23R27,733356577290487,2023,1883,0.2,11.9
23R27,733356577290487,2023,1884,0.26,11.9
23R27,733356577290487,2023,1885,0.29,11.9
23R27,733356577290487,2023,1886,0.21,11.9
23R27,733356577290487,2023,1887,0.24,11.9
23R27,733356577290487,2023,1888,0.26,11.9
23R27,733356577290487,2023,1889,0.28,11.9
23R27,733356577290487,2023,1890,0.22,11.9
23R27,733356577290487,2023,1891,0.25,11.9
23R27,733356577290487,2023,1892,0.26,11.9
23R27,733356577290487,2023,1893,0.17,11.9
23R27,733356577290487,2023,1894,0.21,11.9
23R27,733356577290487,2023,1895,0.24,11.9
23R27,733356577290487,2023,1896,0.22,11.9
23R27,733356577290487,2023,1897,0.25,11.9
23R27,733356577290487,2023,1898,0.23,11.9
23R27,733356577290487,2023,1899,0.19,11.9
23R27,733356577290487,2023,1900,0.22,11.9
23R27,733356577290487,2023,1901,0.25,11.9
23R27,733356577290487,2023,1902,0.21,11.9
23R27,733356577290487,2023,1903,0.26,11.9
23R27,733356577290487,2023,1904,0.31,11.9
23R27,733356577290487,2023,1905,0.35,11.9
23R27,733356577290487,2023,1906,0.28,11.9
23R27,733356577290487,2023,1907,0.38,11.9
23R27,733356577290487,2023,1908,0.38,11.9
23R27,733356577290487,2023,1909,0.38,11.9
23R27,733356577290487,2023,1910,0.34,11.9
23R27,733356577290487,2023,1911,0.36,11.9
23R27,733356577290487,2023,1912,0.33,11.9
23R27,733356577290487,2023,1913,0.4,11.9
23R27,733356577290487,2023,1914,0.38,11.9
23R27,733356577290487,2023,1915,0.34,11.9
23R27,733356577290487,2023,1916,0.3,11.9
23R27,733356577290487,2023,1917,0.29,11.9
23R27,733356577290487,2023,1918,0.38,11.9
23R27,733356577290487,2023,1919,0.39,11.9
23R27,733356577290487,2023,1920,0.32,11.9
23R27,733356577290487,2023,1921,0.34,11.9
23R27,733356577290487,2023,1922,0.32,11.9
23R27,733356577290487,2023,1923,0.36,11.9
23R27,733356577290487,2023,1924,0.3,11.9
23R27,733356577290487,2023,1925,0.56,11.9
23R27,733356577290487,2023,1926,0.37,11.9
23R27,733356577290487,2023,1927,0.39,11.9
23R27,733356577290487,2023,1928,0.43,11.9
23R27,733356577290487,2023,1929,0.33,11.9
23R27,733356577290487,2023,1930,0.33,11.9
23R27,733356577290487,2023,1931,0.37,11.9
23R27,733356577290487,2023,1932,0.33,11.9
23R27,733356577290487,2023,1933,0.29,11.9
23R27,733356577290487,2023,1934,0.33,11.9
23R27,733356577290487,2023,1935,0.23,11.9
23R27,733356577290487,2023,1936,0.23,11.9
23R27,733356577290487,2023,1937,0.31,11.9
23R27,733356577290487,2023,1938,0.26,11.9
23R27,733356577290487,2023,1939,0.29,11.9
23R27,733356577290487,2023,1940,0.26,11.9
23R27,733356577290487,2023,1941,0.29,11.9
23R27,733356577290487,2023,1942,0.26,11.9
23R27,733356577290487,2023,1943,0.33,11.9
23R27,733356577290487,2023,1944,0.27,11.9
23R27,733356577290487,2023,1945,0.28,11.9
23R27,733356577290487,2023,1946,0.27,11.9
23R27,733356577290487,2023,1947,0.32,11.9
23R27,733356577290487,2023,1948,0.29,11.9
23R27,733356577290487,2023,1949,0.28,11.9
23R27,733356577290487,2023,1950,0.28,11.9
23R27,733356577290487,2023,1951,0.3,11.9
23R27,733356577290487,2023,1952,0.29,11.9
23R27,733356577290487,2023,1953,0.29,11.9
23R27,733356577290487,2023,1954,0.38,11.9
23R27,733356577290487,2023,1955,0.28,11.9
23R27,733356577290487,2023,1956,0.28,11.9
23R27,733356577290487,2023,1957,0.33,11.9
23R27,733356577290487,2023,1958,0.23,11.9
23R27,733356577290487,2023,1959,0.28,11.9
23R27,733356577290487,2023,1960,0.32,11.9
23R27,733356577290487,2023,1961,0.34,11.9
23R27,733356577290487,2023,1962,0.33,11.9
23R27,733356577290487,2023,1963,0.28,11.9
23R27,733356577290487,2023,1964,0.34,11.9
23R27,733356577290487,2023,1965,0.34,11.9
23R27,733356577290487,2023,1966,0.36,11.9
23R27,733356577290487,2023,1967,0.31,11.9
23R27,733356577290487,2023,1968,0.35,11.9
23R27,733356577290487,2023,1969,0.35,11.9
23R27,733356577290487,2023,1970,0.34,11.9
23R27,733356577290487,2023,1971,0.34,11.9
23R27,733356577290487,2023,1972,0.42,11.9
23R27,733356577290487,2023,1973,0.39,11.9
23R27,733356577290487,2023,1974,0.39,11.9
