TRE_CN,PLT_CN,Year,RW,MEASYEAR
2945867010690,2945854010690,1930,0.32,1997
2945867010690,2945854010690,1931,0.18,1997
2945867010690,2945854010690,1932,0.21,1997
2945867010690,2945854010690,1933,0.33,1997
2945867010690,2945854010690,1934,0.27,1997
2945867010690,2945854010690,1935,0.13,1997
2945867010690,2945854010690,1936,0.2,1997
2945867010690,2945854010690,1937,0.32,1997
2945867010690,2945854010690,1938,0.19,1997
2945867010690,2945854010690,1939,0.26,1997
2945867010690,2945854010690,1940,0.32,1997
2945867010690,2945854010690,1941,0.26,1997
2945867010690,2945854010690,1942,0.28,1997
2945867010690,2945854010690,1943,0.21,1997
2945867010690,2945854010690,1944,0.35,1997
2945867010690,2945854010690,1945,0.16,1997
2945867010690,2945854010690,1946,0.38,1997
2945867010690,2945854010690,1947,0.78,1997
2945867010690,2945854010690,1948,0.86,1997
2945867010690,2945854010690,1949,0.94,1997
2945867010690,2945854010690,1950,0.91,1997
2945867010690,2945854010690,1951,0.67,1997
2945867010690,2945854010690,1952,0.53,1997
2945867010690,2945854010690,1953,0.57,1997
2945867010690,2945854010690,1954,0.76,1997
2945867010690,2945854010690,1955,0.93,1997
2945867010690,2945854010690,1956,0.69,1997
2945867010690,2945854010690,1957,0.79,1997
2945867010690,2945854010690,1958,0.79,1997
2945867010690,2945854010690,1959,1.03,1997
2945867010690,2945854010690,1960,0.92,1997
2945867010690,2945854010690,1961,0.74,1997
2945867010690,2945854010690,1962,0.85,1997
2945867010690,2945854010690,1963,1.22,1997
2945867010690,2945854010690,1964,0.6,1997
2945867010690,2945854010690,1965,0.9,1997
2945867010690,2945854010690,1966,1,1997
2945867010690,2945854010690,1967,0.7,1997
2945867010690,2945854010690,1968,0.84,1997
2945867010690,2945854010690,1969,0.86,1997
2945867010690,2945854010690,1970,0.83,1997
2945867010690,2945854010690,1971,0.58,1997
2945867010690,2945854010690,1972,0.47,1997
2945867010690,2945854010690,1973,0.78,1997
2945867010690,2945854010690,1974,0.72,1997
2945867010690,2945854010690,1975,0.58,1997
2945867010690,2945854010690,1976,0.52,1997
2945867010690,2945854010690,1977,0.49,1997
2945867010690,2945854010690,1978,0.65,1997
2945867010690,2945854010690,1979,0.49,1997
2945867010690,2945854010690,1980,0.73,1997
2945867010690,2945854010690,1981,0.74,1997
2945867010690,2945854010690,1982,0.46,1997
2945867010690,2945854010690,1983,0.65,1997
2945867010690,2945854010690,1984,0.59,1997
2945867010690,2945854010690,1985,0.69,1997
2945867010690,2945854010690,1986,0.76,1997
2945867010690,2945854010690,1987,0.84,1997
2945867010690,2945854010690,1988,0.52,1997
2945867010690,2945854010690,1989,0.64,1997
2945867010690,2945854010690,1990,0.59,1997
2945867010690,2945854010690,1991,0.7,1997
2945867010690,2945854010690,1992,0.53,1997
2945867010690,2945854010690,1993,0.66,1997
2945867010690,2945854010690,1994,0.9,1997
2945867010690,2945854010690,1995,0.75,1997
2945867010690,2945854010690,1996,0.58,1997
2945867010690,2945854010690,1997,0.54,1997
2946856010690,2946849010690,1941,1.24,1997
2946856010690,2946849010690,1942,0.96,1997
2946856010690,2946849010690,1943,1.45,1997
2946856010690,2946849010690,1944,1.76,1997
2946856010690,2946849010690,1945,1.43,1997
2946856010690,2946849010690,1946,1.75,1997
2946856010690,2946849010690,1947,1.19,1997
2946856010690,2946849010690,1948,1.53,1997
2946856010690,2946849010690,1949,1.15,1997
2946856010690,2946849010690,1950,1.62,1997
2946856010690,2946849010690,1951,1.34,1997
2946856010690,2946849010690,1952,1.54,1997
2946856010690,2946849010690,1953,1.25,1997
2946856010690,2946849010690,1954,1.21,1997
2946856010690,2946849010690,1955,1.7,1997
2946856010690,2946849010690,1956,1.24,1997
2946856010690,2946849010690,1957,1.25,1997
2946856010690,2946849010690,1958,1.23,1997
2946856010690,2946849010690,1959,1.56,1997
2946856010690,2946849010690,1960,1.23,1997
2946856010690,2946849010690,1961,1.46,1997
2946856010690,2946849010690,1962,1.4,1997
2946856010690,2946849010690,1963,1.68,1997
2946856010690,2946849010690,1964,1.54,1997
2946856010690,2946849010690,1965,1.37,1997
2946856010690,2946849010690,1966,1.52,1997
2946856010690,2946849010690,1967,1.5,1997
2946856010690,2946849010690,1968,1.14,1997
2946856010690,2946849010690,1969,1.14,1997
2946856010690,2946849010690,1970,1.33,1997
2946856010690,2946849010690,1971,1.01,1997
2946856010690,2946849010690,1972,0.99,1997
2946856010690,2946849010690,1973,1.18,1997
2946856010690,2946849010690,1974,1.35,1997
2946856010690,2946849010690,1975,1.46,1997
2946856010690,2946849010690,1976,1.27,1997
2946856010690,2946849010690,1977,1.35,1997
2946856010690,2946849010690,1978,1.59,1997
2946856010690,2946849010690,1979,1.17,1997
2946856010690,2946849010690,1980,1.31,1997
2946856010690,2946849010690,1981,1.27,1997
2946856010690,2946849010690,1982,1.19,1997
2946856010690,2946849010690,1983,1.15,1997
2946856010690,2946849010690,1984,1.13,1997
2946856010690,2946849010690,1985,0.94,1997
2946856010690,2946849010690,1986,1.07,1997
2946856010690,2946849010690,1987,1.14,1997
2946856010690,2946849010690,1988,0.93,1997
2946856010690,2946849010690,1989,0.7,1997
2946856010690,2946849010690,1990,0.75,1997
2946856010690,2946849010690,1991,0.98,1997
2946856010690,2946849010690,1992,1.05,1997
2946856010690,2946849010690,1993,0.87,1997
2946856010690,2946849010690,1994,1.17,1997
2946856010690,2946849010690,1995,1.15,1997
2946856010690,2946849010690,1996,1.26,1997
2946856010690,2946849010690,1997,0.57,1997
2946865010690,2946849010690,1900,1.51,1997
2946865010690,2946849010690,1901,1.52,1997
2946865010690,2946849010690,1902,1.67,1997
2946865010690,2946849010690,1903,1.14,1997
2946865010690,2946849010690,1904,1.46,1997
2946865010690,2946849010690,1905,1.46,1997
2946865010690,2946849010690,1906,1.23,1997
2946865010690,2946849010690,1907,0.94,1997
2946865010690,2946849010690,1908,1.26,1997
2946865010690,2946849010690,1909,1.35,1997
2946865010690,2946849010690,1910,1.54,1997
2946865010690,2946849010690,1911,1.5,1997
2946865010690,2946849010690,1912,1.22,1997
2946865010690,2946849010690,1913,0.99,1997
2946865010690,2946849010690,1914,1.56,1997
2946865010690,2946849010690,1915,1.09,1997
2946865010690,2946849010690,1916,0.75,1997
2946865010690,2946849010690,1917,0.8,1997
2946865010690,2946849010690,1918,0.69,1997
2946865010690,2946849010690,1919,0.51,1997
2946865010690,2946849010690,1920,0.76,1997
2946865010690,2946849010690,1921,0.86,1997
2946865010690,2946849010690,1922,1.32,1997
2946865010690,2946849010690,1923,1.44,1997
2946865010690,2946849010690,1924,1.19,1997
2946865010690,2946849010690,1925,1.02,1997
2946865010690,2946849010690,1926,1.34,1997
2946865010690,2946849010690,1927,1.32,1997
2946865010690,2946849010690,1928,1.12,1997
2946865010690,2946849010690,1929,1.2,1997
2946865010690,2946849010690,1930,1.05,1997
2946865010690,2946849010690,1931,1.16,1997
2946865010690,2946849010690,1932,1.25,1997
2946865010690,2946849010690,1933,1.09,1997
2946865010690,2946849010690,1934,1.02,1997
2946865010690,2946849010690,1935,1.04,1997
2946865010690,2946849010690,1936,1.01,1997
2946865010690,2946849010690,1937,1.02,1997
2946865010690,2946849010690,1938,1.36,1997
2946865010690,2946849010690,1939,1.24,1997
2946865010690,2946849010690,1940,1.27,1997
2946865010690,2946849010690,1941,1.1,1997
2946865010690,2946849010690,1942,0.95,1997
2946865010690,2946849010690,1943,0.82,1997
2946865010690,2946849010690,1944,0.9,1997
2946865010690,2946849010690,1945,1,1997
2946865010690,2946849010690,1946,0.82,1997
2946865010690,2946849010690,1947,1.11,1997
2946865010690,2946849010690,1948,0.88,1997
2946865010690,2946849010690,1949,0.99,1997
2946865010690,2946849010690,1950,0.86,1997
2946865010690,2946849010690,1951,0.85,1997
2946865010690,2946849010690,1952,0.81,1997
2946865010690,2946849010690,1953,0.87,1997
2946865010690,2946849010690,1954,0.93,1997
2946865010690,2946849010690,1955,0.95,1997
2946865010690,2946849010690,1956,0.72,1997
2946865010690,2946849010690,1957,0.87,1997
2946865010690,2946849010690,1958,0.71,1997
2946865010690,2946849010690,1959,1.09,1997
2946865010690,2946849010690,1960,1.07,1997
2946865010690,2946849010690,1961,0.64,1997
2946865010690,2946849010690,1962,0.72,1997
2946865010690,2946849010690,1963,0.89,1997
2946865010690,2946849010690,1964,0.78,1997
2946865010690,2946849010690,1965,0.89,1997
2946865010690,2946849010690,1966,0.61,1997
2946865010690,2946849010690,1967,0.66,1997
2946865010690,2946849010690,1968,1.04,1997
2946865010690,2946849010690,1969,0.76,1997
2946865010690,2946849010690,1970,0.91,1997
2946865010690,2946849010690,1971,0.82,1997
2946865010690,2946849010690,1972,0.8,1997
2946865010690,2946849010690,1973,0.97,1997
2946865010690,2946849010690,1974,0.94,1997
2946865010690,2946849010690,1975,0.88,1997
2946865010690,2946849010690,1976,0.79,1997
2946865010690,2946849010690,1977,0.73,1997
2946865010690,2946849010690,1978,0.69,1997
2946865010690,2946849010690,1979,0.74,1997
2946865010690,2946849010690,1980,0.76,1997
2946865010690,2946849010690,1981,0.78,1997
2946865010690,2946849010690,1982,0.69,1997
2946865010690,2946849010690,1983,0.65,1997
2946865010690,2946849010690,1984,0.79,1997
2946865010690,2946849010690,1985,0.59,1997
2946865010690,2946849010690,1986,0.73,1997
2946865010690,2946849010690,1987,0.71,1997
2946865010690,2946849010690,1988,0.76,1997
2946865010690,2946849010690,1989,0.64,1997
2946865010690,2946849010690,1990,0.67,1997
2946865010690,2946849010690,1991,0.63,1997
2946865010690,2946849010690,1992,0.58,1997
2946865010690,2946849010690,1993,0.46,1997
2946865010690,2946849010690,1994,0.49,1997
2946865010690,2946849010690,1995,0.58,1997
2946865010690,2946849010690,1996,0.65,1997
2946865010690,2946849010690,1997,0.17,1997
2947475010690,2947465010690,1868,0.72,1997
2947475010690,2947465010690,1869,1.07,1997
2947475010690,2947465010690,1870,0.98,1997
2947475010690,2947465010690,1871,0.97,1997
2947475010690,2947465010690,1872,0.99,1997
2947475010690,2947465010690,1873,1.05,1997
2947475010690,2947465010690,1874,1.05,1997
2947475010690,2947465010690,1875,1.45,1997
2947475010690,2947465010690,1876,1.07,1997
2947475010690,2947465010690,1877,1.48,1997
2947475010690,2947465010690,1878,1.43,1997
2947475010690,2947465010690,1879,1.38,1997
2947475010690,2947465010690,1880,1.25,1997
2947475010690,2947465010690,1881,1.24,1997
2947475010690,2947465010690,1882,1.35,1997
2947475010690,2947465010690,1883,1.04,1997
2947475010690,2947465010690,1884,1.34,1997
2947475010690,2947465010690,1885,1.47,1997
2947475010690,2947465010690,1886,1.51,1997
2947475010690,2947465010690,1887,1.12,1997
2947475010690,2947465010690,1888,1.34,1997
2947475010690,2947465010690,1889,1.53,1997
2947475010690,2947465010690,1890,1.38,1997
2947475010690,2947465010690,1891,1.53,1997
2947475010690,2947465010690,1892,1.3,1997
2947475010690,2947465010690,1893,1.22,1997
2947475010690,2947465010690,1894,0.78,1997
2947475010690,2947465010690,1895,1.37,1997
2947475010690,2947465010690,1896,1.17,1997
2947475010690,2947465010690,1897,1.06,1997
2947475010690,2947465010690,1898,1.12,1997
2947475010690,2947465010690,1899,1.02,1997
2947475010690,2947465010690,1900,1.22,1997
2947475010690,2947465010690,1901,1.46,1997
2947475010690,2947465010690,1902,1.27,1997
2947475010690,2947465010690,1903,1.2,1997
2947475010690,2947465010690,1904,1.21,1997
2947475010690,2947465010690,1905,1.29,1997
2947475010690,2947465010690,1906,1.46,1997
2947475010690,2947465010690,1907,1.5,1997
2947475010690,2947465010690,1908,1.55,1997
2947475010690,2947465010690,1909,1.45,1997
2947475010690,2947465010690,1910,1.05,1997
2947475010690,2947465010690,1911,1.1,1997
2947475010690,2947465010690,1912,1.35,1997
2947475010690,2947465010690,1913,1.1,1997
2947475010690,2947465010690,1914,1.23,1997
2947475010690,2947465010690,1915,1.03,1997
2947475010690,2947465010690,1916,0.94,1997
2947475010690,2947465010690,1917,0.84,1997
2947475010690,2947465010690,1918,0.73,1997
2947475010690,2947465010690,1919,0.74,1997
2947475010690,2947465010690,1920,0.88,1997
2947475010690,2947465010690,1921,0.77,1997
2947475010690,2947465010690,1922,0.87,1997
2947475010690,2947465010690,1923,0.73,1997
2947475010690,2947465010690,1924,0.58,1997
2947475010690,2947465010690,1925,0.73,1997
2947475010690,2947465010690,1926,0.87,1997
2947475010690,2947465010690,1927,0.77,1997
2947475010690,2947465010690,1928,0.91,1997
2947475010690,2947465010690,1929,0.62,1997
2947475010690,2947465010690,1930,0.58,1997
2947475010690,2947465010690,1931,0.76,1997
2947475010690,2947465010690,1932,0.73,1997
2947475010690,2947465010690,1933,0.62,1997
2947475010690,2947465010690,1934,0.71,1997
2947475010690,2947465010690,1935,0.71,1997
2947475010690,2947465010690,1936,0.49,1997
2947475010690,2947465010690,1937,0.62,1997
2947475010690,2947465010690,1938,0.52,1997
2947475010690,2947465010690,1939,0.67,1997
2947475010690,2947465010690,1940,0.45,1997
2947475010690,2947465010690,1941,0.43,1997
2947475010690,2947465010690,1942,0.4,1997
2947475010690,2947465010690,1943,0.53,1997
2947475010690,2947465010690,1944,0.32,1997
2947475010690,2947465010690,1945,0.31,1997
2947475010690,2947465010690,1946,0.36,1997
2947475010690,2947465010690,1947,0.43,1997
2947475010690,2947465010690,1948,0.51,1997
2947475010690,2947465010690,1949,0.37,1997
2947475010690,2947465010690,1950,0.35,1997
2947475010690,2947465010690,1951,0.41,1997
2947475010690,2947465010690,1952,0.36,1997
2947475010690,2947465010690,1953,0.33,1997
2947475010690,2947465010690,1954,0.51,1997
2947475010690,2947465010690,1955,0.38,1997
2947475010690,2947465010690,1956,0.43,1997
2947475010690,2947465010690,1957,0.57,1997
2947475010690,2947465010690,1958,0.45,1997
2947475010690,2947465010690,1959,0.55,1997
2947475010690,2947465010690,1960,0.37,1997
2947475010690,2947465010690,1961,0.54,1997
2947475010690,2947465010690,1962,0.41,1997
2947475010690,2947465010690,1963,0.49,1997
2947475010690,2947465010690,1964,0.4,1997
2947475010690,2947465010690,1965,0.51,1997
2947475010690,2947465010690,1966,0.42,1997
2947475010690,2947465010690,1967,0.4,1997
2947475010690,2947465010690,1968,0.34,1997
2947475010690,2947465010690,1969,0.24,1997
2947475010690,2947465010690,1970,0.43,1997
2947475010690,2947465010690,1971,0.34,1997
2947475010690,2947465010690,1972,0.41,1997
2947475010690,2947465010690,1973,0.37,1997
2947475010690,2947465010690,1974,0.33,1997
2947475010690,2947465010690,1975,0.39,1997
2947475010690,2947465010690,1976,0.35,1997
2947475010690,2947465010690,1977,0.3,1997
2947475010690,2947465010690,1978,0.34,1997
2947475010690,2947465010690,1979,0.42,1997
2947475010690,2947465010690,1980,0.47,1997
2947475010690,2947465010690,1981,0.45,1997
2947475010690,2947465010690,1982,0.4,1997
2947475010690,2947465010690,1983,0.4,1997
2947475010690,2947465010690,1984,0.48,1997
2947475010690,2947465010690,1985,0.37,1997
2947475010690,2947465010690,1986,0.47,1997
2947475010690,2947465010690,1987,0.46,1997
2947475010690,2947465010690,1988,0.42,1997
2947475010690,2947465010690,1989,0.46,1997
2947475010690,2947465010690,1990,0.39,1997
2947475010690,2947465010690,1991,0.37,1997
2947475010690,2947465010690,1992,0.42,1997
2947475010690,2947465010690,1993,0.39,1997
2947475010690,2947465010690,1994,0.37,1997
2947475010690,2947465010690,1995,0.52,1997
2947475010690,2947465010690,1996,0.48,1997
2947475010690,2947465010690,1997,0.19,1997
2947519010690,2947512010690,1862,0.91,1997
2947519010690,2947512010690,1863,0.75,1997
2947519010690,2947512010690,1864,0.84,1997
2947519010690,2947512010690,1865,0.39,1997
2947519010690,2947512010690,1866,0.67,1997
2947519010690,2947512010690,1867,0.69,1997
2947519010690,2947512010690,1868,0.62,1997
2947519010690,2947512010690,1869,0.59,1997
2947519010690,2947512010690,1870,0.93,1997
2947519010690,2947512010690,1871,0.57,1997
2947519010690,2947512010690,1872,1.08,1997
2947519010690,2947512010690,1873,0.46,1997
2947519010690,2947512010690,1874,0.49,1997
2947519010690,2947512010690,1875,0.24,1997
2947519010690,2947512010690,1876,0.33,1997
2947519010690,2947512010690,1877,0.75,1997
2947519010690,2947512010690,1878,0.6,1997
2947519010690,2947512010690,1879,0.52,1997
2947519010690,2947512010690,1880,0.65,1997
2947519010690,2947512010690,1881,0.62,1997
2947519010690,2947512010690,1882,0.4,1997
2947519010690,2947512010690,1883,0.55,1997
2947519010690,2947512010690,1884,0.59,1997
2947519010690,2947512010690,1885,0.53,1997
2947519010690,2947512010690,1886,0.46,1997
2947519010690,2947512010690,1887,0.42,1997
2947519010690,2947512010690,1888,0.54,1997
2947519010690,2947512010690,1889,0.48,1997
2947519010690,2947512010690,1890,0.34,1997
2947519010690,2947512010690,1891,0.5,1997
2947519010690,2947512010690,1892,0.42,1997
2947519010690,2947512010690,1893,0.39,1997
2947519010690,2947512010690,1894,0.35,1997
2947519010690,2947512010690,1895,0.36,1997
2947519010690,2947512010690,1896,0.37,1997
2947519010690,2947512010690,1897,0.47,1997
2947519010690,2947512010690,1898,0.38,1997
2947519010690,2947512010690,1899,0.34,1997
2947519010690,2947512010690,1900,0.47,1997
2947519010690,2947512010690,1901,0.34,1997
2947519010690,2947512010690,1902,0.34,1997
2947519010690,2947512010690,1903,0.31,1997
2947519010690,2947512010690,1904,0.35,1997
2947519010690,2947512010690,1905,0.36,1997
2947519010690,2947512010690,1906,0.28,1997
2947519010690,2947512010690,1907,0.44,1997
2947519010690,2947512010690,1908,0.26,1997
2947519010690,2947512010690,1909,0.34,1997
2947519010690,2947512010690,1910,0.24,1997
2947519010690,2947512010690,1911,0.2,1997
2947519010690,2947512010690,1912,0.2,1997
2947519010690,2947512010690,1913,0.2,1997
2947519010690,2947512010690,1914,0.22,1997
2947519010690,2947512010690,1915,0.32,1997
2947519010690,2947512010690,1916,0.33,1997
2947519010690,2947512010690,1917,0.26,1997
2947519010690,2947512010690,1918,0.27,1997
2947519010690,2947512010690,1919,0.39,1997
2947519010690,2947512010690,1920,0.42,1997
2947519010690,2947512010690,1921,0.34,1997
2947519010690,2947512010690,1922,0.32,1997
2947519010690,2947512010690,1923,0.31,1997
2947519010690,2947512010690,1924,0.23,1997
2947519010690,2947512010690,1925,0.24,1997
2947519010690,2947512010690,1926,0.3,1997
2947519010690,2947512010690,1927,0.28,1997
2947519010690,2947512010690,1928,0.41,1997
2947519010690,2947512010690,1929,0.33,1997
2947519010690,2947512010690,1930,0.34,1997
2947519010690,2947512010690,1931,0.28,1997
2947519010690,2947512010690,1932,0.4,1997
2947519010690,2947512010690,1933,0.34,1997
2947519010690,2947512010690,1934,0.39,1997
2947519010690,2947512010690,1935,0.32,1997
2947519010690,2947512010690,1936,0.5,1997
2947519010690,2947512010690,1937,0.38,1997
2947519010690,2947512010690,1938,0.44,1997
2947519010690,2947512010690,1939,0.33,1997
2947519010690,2947512010690,1940,0.38,1997
2947519010690,2947512010690,1941,0.33,1997
2947519010690,2947512010690,1942,0.31,1997
2947519010690,2947512010690,1943,0.3,1997
2947519010690,2947512010690,1944,0.26,1997
2947519010690,2947512010690,1945,0.28,1997
2947519010690,2947512010690,1946,0.29,1997
2947519010690,2947512010690,1947,0.31,1997
2947519010690,2947512010690,1948,0.3,1997
2947519010690,2947512010690,1949,0.31,1997
2947519010690,2947512010690,1950,0.21,1997
2947519010690,2947512010690,1951,0.13,1997
2947519010690,2947512010690,1952,0.19,1997
2947519010690,2947512010690,1953,0.23,1997
2947519010690,2947512010690,1954,0.57,1997
2947519010690,2947512010690,1955,0.7,1997
2947519010690,2947512010690,1956,0.6,1997
2947519010690,2947512010690,1957,0.6,1997
2947519010690,2947512010690,1958,0.4,1997
2947519010690,2947512010690,1959,0.51,1997
2947519010690,2947512010690,1960,1.06,1997
2947519010690,2947512010690,1961,1.39,1997
2947519010690,2947512010690,1962,1.13,1997
2947519010690,2947512010690,1963,1.36,1997
2947519010690,2947512010690,1964,1.39,1997
2947519010690,2947512010690,1965,1,1997
2947519010690,2947512010690,1966,0.74,1997
2947519010690,2947512010690,1967,1.15,1997
2947519010690,2947512010690,1968,0.91,1997
2947519010690,2947512010690,1969,1,1997
2947519010690,2947512010690,1970,1.07,1997
2947519010690,2947512010690,1971,1.29,1997
2947519010690,2947512010690,1972,1.36,1997
2947519010690,2947512010690,1973,1.22,1997
2947519010690,2947512010690,1974,1.46,1997
2947519010690,2947512010690,1975,1.43,1997
2947519010690,2947512010690,1976,1.14,1997
2947519010690,2947512010690,1977,1.21,1997
2947519010690,2947512010690,1978,1.17,1997
2947519010690,2947512010690,1979,1.15,1997
2947519010690,2947512010690,1980,1.26,1997
2947519010690,2947512010690,1981,1.28,1997
2947519010690,2947512010690,1982,1.59,1997
2947519010690,2947512010690,1983,1.43,1997
2947519010690,2947512010690,1984,1.61,1997
2947519010690,2947512010690,1985,1.6,1997
2947519010690,2947512010690,1986,1.5,1997
2947519010690,2947512010690,1987,1.62,1997
2947519010690,2947512010690,1988,1.41,1997
2947519010690,2947512010690,1989,1.52,1997
2947519010690,2947512010690,1990,1.3,1997
2947519010690,2947512010690,1991,1.67,1997
2947519010690,2947512010690,1992,1.3,1997
2947519010690,2947512010690,1993,1.2,1997
2947519010690,2947512010690,1994,1.33,1997
2947519010690,2947512010690,1995,1.61,1997
2947519010690,2947512010690,1996,1.88,1997
2947519010690,2947512010690,1997,1.11,1997
2947586010690,2947562010690,1845,2.55,1997
2947586010690,2947562010690,1846,2.67,1997
2947586010690,2947562010690,1847,1.78,1997
2947586010690,2947562010690,1848,1.06,1997
2947586010690,2947562010690,1849,1.07,1997
2947586010690,2947562010690,1850,1.17,1997
2947586010690,2947562010690,1851,1.46,1997
2947586010690,2947562010690,1852,1.16,1997
2947586010690,2947562010690,1853,1.19,1997
2947586010690,2947562010690,1854,1.46,1997
2947586010690,2947562010690,1855,1.23,1997
2947586010690,2947562010690,1856,1.08,1997
2947586010690,2947562010690,1857,1.27,1997
2947586010690,2947562010690,1858,1.28,1997
2947586010690,2947562010690,1859,1.07,1997
2947586010690,2947562010690,1860,0.95,1997
2947586010690,2947562010690,1861,1.02,1997
2947586010690,2947562010690,1862,0.96,1997
2947586010690,2947562010690,1863,0.67,1997
2947586010690,2947562010690,1864,0.93,1997
2947586010690,2947562010690,1865,0.91,1997
2947586010690,2947562010690,1866,0.75,1997
2947586010690,2947562010690,1867,0.78,1997
2947586010690,2947562010690,1868,0.61,1997
2947586010690,2947562010690,1869,0.42,1997
2947586010690,2947562010690,1870,0.32,1997
2947586010690,2947562010690,1871,0.42,1997
2947586010690,2947562010690,1872,0.39,1997
2947586010690,2947562010690,1873,0.41,1997
2947586010690,2947562010690,1874,0.48,1997
2947586010690,2947562010690,1875,0.61,1997
2947586010690,2947562010690,1876,0.62,1997
2947586010690,2947562010690,1877,0.84,1997
2947586010690,2947562010690,1878,0.84,1997
2947586010690,2947562010690,1879,0.76,1997
2947586010690,2947562010690,1880,0.85,1997
2947586010690,2947562010690,1881,0.61,1997
2947586010690,2947562010690,1882,0.6,1997
2947586010690,2947562010690,1883,0.74,1997
2947586010690,2947562010690,1884,0.68,1997
2947586010690,2947562010690,1885,0.8,1997
2947586010690,2947562010690,1886,1.04,1997
2947586010690,2947562010690,1887,0.89,1997
2947586010690,2947562010690,1888,1.22,1997
2947586010690,2947562010690,1889,1.51,1997
2947586010690,2947562010690,1890,1.36,1997
2947586010690,2947562010690,1891,0.81,1997
2947586010690,2947562010690,1892,1.29,1997
2947586010690,2947562010690,1893,1.51,1997
2947586010690,2947562010690,1894,1.06,1997
2947586010690,2947562010690,1895,1.18,1997
2947586010690,2947562010690,1896,1.25,1997
2947586010690,2947562010690,1897,1.04,1997
2947586010690,2947562010690,1898,1.03,1997
2947586010690,2947562010690,1899,1.17,1997
2947586010690,2947562010690,1900,1.07,1997
2947586010690,2947562010690,1901,1.13,1997
2947586010690,2947562010690,1902,1.23,1997
2947586010690,2947562010690,1903,1.12,1997
2947586010690,2947562010690,1904,0.93,1997
2947586010690,2947562010690,1905,0.98,1997
2947586010690,2947562010690,1906,0.86,1997
2947586010690,2947562010690,1907,0.83,1997
2947586010690,2947562010690,1908,1.07,1997
2947586010690,2947562010690,1909,0.82,1997
2947586010690,2947562010690,1910,0.95,1997
2947586010690,2947562010690,1911,1.11,1997
2947586010690,2947562010690,1912,1.01,1997
2947586010690,2947562010690,1913,0.97,1997
2947586010690,2947562010690,1914,0.82,1997
2947586010690,2947562010690,1915,0.77,1997
2947586010690,2947562010690,1916,0.87,1997
2947586010690,2947562010690,1917,0.79,1997
2947586010690,2947562010690,1918,0.5,1997
2947586010690,2947562010690,1919,0.67,1997
2947586010690,2947562010690,1920,0.7,1997
2947586010690,2947562010690,1921,0.54,1997
2947586010690,2947562010690,1922,0.62,1997
2947586010690,2947562010690,1923,0.6,1997
2947586010690,2947562010690,1924,0.67,1997
2947586010690,2947562010690,1925,0.59,1997
2947586010690,2947562010690,1926,0.7,1997
2947586010690,2947562010690,1927,0.79,1997
2947586010690,2947562010690,1928,0.66,1997
2947586010690,2947562010690,1929,0.88,1997
2947586010690,2947562010690,1930,0.91,1997
2947586010690,2947562010690,1931,0.88,1997
2947586010690,2947562010690,1932,0.81,1997
