TRE_CN,PLOT_CN,Year,RW
23R1,667907477126144,1993,0.72
23R1,667907477126144,1994,1
23R1,667907477126144,1995,0.65
23R1,667907477126144,1996,0.53
23R1,667907477126144,1997,0.52
23R1,667907477126144,1998,0.38
23R1,667907477126144,1999,0.38
23R1,667907477126144,2000,0.42
23R1,667907477126144,2001,0.41
23R1,667907477126144,2002,0.43
23R1,667907477126144,2003,0.34
23R1,667907477126144,2004,0.27
23R1,667907477126144,2005,0.38
23R1,667907477126144,2006,0.35
23R1,667907477126144,2007,0.34
23R1,667907477126144,2008,0.39
23R1,667907477126144,2009,0.44
23R1,667907477126144,2010,0.35
23R1,667907477126144,2011,0.36
23R1,667907477126144,2012,0.44
23R1,667907477126144,2013,0.38
23R1,667907477126144,2014,0.48
23R1,667907477126144,2015,0.4
23R1,667907477126144,2016,0.42
23R1,667907477126144,2017,0.54
23R1,667907477126144,2018,0.5
23R1,667907477126144,2019,0.55
23R1,667907477126144,2020,0.54
23R1,667907477126144,2021,0.41
23R1,667907477126144,2022,0.31
23R1,667907477126144,2023,0.5
23R2,667907533126144,1952,0.29
23R2,667907533126144,1953,0.15
23R2,667907533126144,1954,0.23
23R2,667907533126144,1955,0.42
23R2,667907533126144,1956,0.2
23R2,667907533126144,1957,0.13
23R2,667907533126144,1958,0.21
23R2,667907533126144,1959,0.47
23R2,667907533126144,1960,0.58
23R2,667907533126144,1961,0.57
23R2,667907533126144,1962,0.66
23R2,667907533126144,1963,0.76
23R2,667907533126144,1964,0.74
23R2,667907533126144,1965,0.49
23R2,667907533126144,1966,0.75
23R2,667907533126144,1967,0.57
23R2,667907533126144,1968,0.98
23R2,667907533126144,1969,0.83
23R2,667907533126144,1970,0.57
23R2,667907533126144,1971,0.71
23R2,667907533126144,1972,0.76
23R2,667907533126144,1973,1.25
23R2,667907533126144,1974,1
23R2,667907533126144,1975,1.16
23R2,667907533126144,1976,1.5
23R2,667907533126144,1977,1.15
23R2,667907533126144,1978,1.2
23R2,667907533126144,1979,1.32
23R2,667907533126144,1980,1.4
23R2,667907533126144,1981,1.83
23R2,667907533126144,1982,1.45
23R2,667907533126144,1983,1.59
23R2,667907533126144,1984,1.7
23R2,667907533126144,1985,1.64
23R2,667907533126144,1986,1.68
23R2,667907533126144,1987,1.22
23R2,667907533126144,1988,1.03
23R2,667907533126144,1989,0.91
23R2,667907533126144,1990,0.82
23R2,667907533126144,1991,1.11
23R2,667907533126144,1992,1.69
23R2,667907533126144,1993,1.75
23R2,667907533126144,1994,1.97
23R2,667907533126144,1995,1.65
23R2,667907533126144,1996,3.19
23R2,667907533126144,1997,3.61
23R2,667907533126144,1998,2.33
23R2,667907533126144,1999,1.77
23R2,667907533126144,2000,1.47
23R2,667907533126144,2001,0.94
23R2,667907533126144,2002,1.43
23R2,667907533126144,2003,2.13
23R2,667907533126144,2004,1.64
23R2,667907533126144,2005,1.52
23R2,667907533126144,2006,1.92
23R2,667907533126144,2007,1.18
23R2,667907533126144,2008,1.3
23R2,667907533126144,2009,1.41
23R2,667907533126144,2010,1.16
23R2,667907533126144,2011,1.13
23R2,667907533126144,2012,1.61
23R2,667907533126144,2013,0.89
23R2,667907533126144,2014,1.42
23R2,667907533126144,2015,2.17
23R2,667907533126144,2016,1.94
23R2,667907533126144,2017,2.4
23R2,667907533126144,2018,2.15
23R2,667907533126144,2019,1.67
23R2,667907533126144,2020,1.23
23R2,667907533126144,2021,0.87
23R2,667907533126144,2022,1.04
23R21,670951002126144,1989,2.05
23R21,670951002126144,1990,2.09
23R21,670951002126144,1991,2.83
23R21,670951002126144,1992,3.11
23R21,670951002126144,1993,2.78
23R21,670951002126144,1994,2.62
23R21,670951002126144,1995,2.98
23R21,670951002126144,1996,2.96
23R21,670951002126144,1997,3.33
23R21,670951002126144,1998,3.31
23R21,670951002126144,1999,3.23
23R21,670951002126144,2000,3.69
23R21,670951002126144,2001,4.37
23R21,670951002126144,2002,5.06
23R21,670951002126144,2003,3.39
23R21,670951002126144,2004,2.93
23R21,670951002126144,2005,3.48
23R21,670951002126144,2006,3.58
23R21,670951002126144,2007,3.71
23R21,670951002126144,2008,2.96
23R21,670951002126144,2009,3.65
23R21,670951002126144,2010,3.83
23R21,670951002126144,2011,2.75
23R21,670951002126144,2012,3.14
23R21,670951002126144,2013,2.88
23R21,670951002126144,2014,3.59
23R21,670951002126144,2015,2.56
23R21,670951002126144,2016,2.23
23R21,670951002126144,2017,3.28
23R21,670951002126144,2018,3.56
23R21,670951002126144,2019,3.1
23R21,670951002126144,2020,2.85
23R21,670951002126144,2021,1.95
23R21,670951002126144,2022,1.14
23R21,670951002126144,2023,1.1
23R27,733356577290487,1670,0.49
23R27,733356577290487,1671,0.35
23R27,733356577290487,1672,0.3
23R27,733356577290487,1673,0.39
23R27,733356577290487,1674,0.26
23R27,733356577290487,1675,0.35
23R27,733356577290487,1676,0.64
23R27,733356577290487,1677,0.69
23R27,733356577290487,1678,0.81
23R27,733356577290487,1679,0.56
23R27,733356577290487,1680,0.75
23R27,733356577290487,1681,0.55
23R27,733356577290487,1682,0.55
23R27,733356577290487,1683,0.57
23R27,733356577290487,1684,0.53
23R27,733356577290487,1685,0.44
23R27,733356577290487,1686,0.39
23R27,733356577290487,1687,0.32
23R27,733356577290487,1688,0.36
23R27,733356577290487,1689,0.4
23R27,733356577290487,1690,0.38
23R27,733356577290487,1691,0.43
23R27,733356577290487,1692,0.55
23R27,733356577290487,1693,0.43
23R27,733356577290487,1694,0.42
23R27,733356577290487,1695,0.44
23R27,733356577290487,1696,0.37
23R27,733356577290487,1697,0.39
23R27,733356577290487,1698,0.36
23R27,733356577290487,1699,0.39
23R27,733356577290487,1700,0.39
23R27,733356577290487,1701,0.43
23R27,733356577290487,1702,0.38
23R27,733356577290487,1703,0.31
23R27,733356577290487,1704,0.3
23R27,733356577290487,1705,0.45
23R27,733356577290487,1706,0.36
23R27,733356577290487,1707,0.3
23R27,733356577290487,1708,0.14
23R27,733356577290487,1709,0.34
23R27,733356577290487,1710,0.26
23R27,733356577290487,1711,0.26
23R27,733356577290487,1712,0.36
23R27,733356577290487,1713,0.25
23R27,733356577290487,1714,0.33
23R27,733356577290487,1715,0.31
23R27,733356577290487,1716,0.35
23R27,733356577290487,1717,0.2
23R27,733356577290487,1718,0.25
23R27,733356577290487,1719,0.33
23R27,733356577290487,1720,0.41
23R27,733356577290487,1721,0.26
23R27,733356577290487,1722,0.24
23R27,733356577290487,1723,0.31
23R27,733356577290487,1724,0.27
23R27,733356577290487,1725,0.26
23R27,733356577290487,1726,0.23
23R27,733356577290487,1727,0.3
23R27,733356577290487,1728,0.21
23R27,733356577290487,1729,0.18
23R27,733356577290487,1730,0.2
23R27,733356577290487,1731,0.25
23R27,733356577290487,1732,0.25
23R27,733356577290487,1733,0.28
23R27,733356577290487,1734,0.29
23R27,733356577290487,1735,0.23
23R27,733356577290487,1736,0.21
23R27,733356577290487,1737,0.31
23R27,733356577290487,1738,0.27
23R27,733356577290487,1739,0.2
23R27,733356577290487,1740,0.2
23R27,733356577290487,1741,0.24
23R27,733356577290487,1742,0.17
23R27,733356577290487,1743,0.17
23R27,733356577290487,1744,0.16
23R27,733356577290487,1745,0.11
23R27,733356577290487,1746,0.21
23R27,733356577290487,1747,0.21
23R27,733356577290487,1748,0.19
23R27,733356577290487,1749,0.2
23R27,733356577290487,1750,0.22
23R27,733356577290487,1751,0.25
23R27,733356577290487,1752,0.2
23R27,733356577290487,1753,0.15
23R27,733356577290487,1754,0.19
23R27,733356577290487,1755,0.19
23R27,733356577290487,1756,0.14
23R27,733356577290487,1757,0.14
23R27,733356577290487,1758,0.17
23R27,733356577290487,1759,0.19
23R27,733356577290487,1760,0.17
23R27,733356577290487,1761,0.23
23R27,733356577290487,1762,0.21
23R27,733356577290487,1763,0.16
23R27,733356577290487,1764,0.2
23R27,733356577290487,1765,0.21
23R27,733356577290487,1766,0.23
23R27,733356577290487,1767,0.29
23R27,733356577290487,1768,0.24
23R27,733356577290487,1769,0.22
23R27,733356577290487,1770,0.24
23R27,733356577290487,1771,0.21
23R27,733356577290487,1772,0.28
23R27,733356577290487,1773,0.21
23R27,733356577290487,1774,0.23
23R27,733356577290487,1775,0.19
23R27,733356577290487,1776,0.23
23R27,733356577290487,1777,0.27
23R27,733356577290487,1778,0.18
23R27,733356577290487,1779,0.22
23R27,733356577290487,1780,0.23
23R27,733356577290487,1781,0.18
23R27,733356577290487,1782,0.18
23R27,733356577290487,1783,0.18
23R27,733356577290487,1784,0.2
23R27,733356577290487,1785,0.18
23R27,733356577290487,1786,0.19
23R27,733356577290487,1787,0.34
23R27,733356577290487,1788,0.15
23R27,733356577290487,1789,0.24
23R27,733356577290487,1790,0.18
23R27,733356577290487,1791,0.13
23R27,733356577290487,1792,0.2
23R27,733356577290487,1793,0.12
23R27,733356577290487,1794,0.21
23R27,733356577290487,1795,0.11
23R27,733356577290487,1796,0.16
23R27,733356577290487,1797,0.13
23R27,733356577290487,1798,0.13
23R27,733356577290487,1799,0.17
23R27,733356577290487,1800,0.16
23R27,733356577290487,1801,0.15
23R27,733356577290487,1802,0.16
23R27,733356577290487,1803,0.15
23R27,733356577290487,1804,0.1
23R27,733356577290487,1805,0.09
23R27,733356577290487,1806,0.11
23R27,733356577290487,1807,0.11
23R27,733356577290487,1808,0.13
23R27,733356577290487,1809,0.14
23R27,733356577290487,1810,0.2
23R27,733356577290487,1811,0.12
23R27,733356577290487,1812,0.13
23R27,733356577290487,1813,0.12
23R27,733356577290487,1814,0.15
23R27,733356577290487,1815,0.12
23R27,733356577290487,1816,0.12
23R27,733356577290487,1817,0.14
23R27,733356577290487,1818,0.18
23R27,733356577290487,1819,0.18
23R27,733356577290487,1820,0.2
23R27,733356577290487,1821,0.17
23R27,733356577290487,1822,0.17
23R27,733356577290487,1823,0.19
23R27,733356577290487,1824,0.13
23R27,733356577290487,1825,0.2
23R27,733356577290487,1826,0.21
23R27,733356577290487,1827,0.2
23R27,733356577290487,1828,0.22
23R27,733356577290487,1829,0.15
23R27,733356577290487,1830,0.18
23R27,733356577290487,1831,0.17
23R27,733356577290487,1832,0.13
23R27,733356577290487,1833,0.13
23R27,733356577290487,1834,0.15
23R27,733356577290487,1835,0.22
23R27,733356577290487,1836,0.16
23R27,733356577290487,1837,0.18
23R27,733356577290487,1838,0.21
23R27,733356577290487,1839,0.22
23R27,733356577290487,1840,0.23
23R27,733356577290487,1841,0.25
23R27,733356577290487,1842,0.19
23R27,733356577290487,1843,0.31
23R27,733356577290487,1844,0.23
23R27,733356577290487,1845,0.18
23R27,733356577290487,1846,0.2
23R27,733356577290487,1847,0.2
23R27,733356577290487,1848,0.2
23R27,733356577290487,1849,0.23
23R27,733356577290487,1850,0.2
23R27,733356577290487,1851,0.21
23R27,733356577290487,1852,0.22
23R27,733356577290487,1853,0.22
23R27,733356577290487,1854,0.26
23R27,733356577290487,1855,0.16
23R27,733356577290487,1856,0.16
23R27,733356577290487,1857,0.2
23R27,733356577290487,1858,0.24
23R27,733356577290487,1859,0.19
23R27,733356577290487,1860,0.21
23R27,733356577290487,1861,0.19
23R27,733356577290487,1862,0.23
23R27,733356577290487,1863,0.18
23R27,733356577290487,1864,0.19
23R27,733356577290487,1865,0.28
23R27,733356577290487,1866,0.25
23R27,733356577290487,1867,0.24
23R27,733356577290487,1868,0.25
23R27,733356577290487,1869,0.27
23R27,733356577290487,1870,0.27
23R27,733356577290487,1871,0.22
23R27,733356577290487,1872,0.31
23R27,733356577290487,1873,0.23
23R27,733356577290487,1874,0.22
23R27,733356577290487,1875,0.27
23R27,733356577290487,1876,0.28
23R27,733356577290487,1877,0.23
23R27,733356577290487,1878,0.26
23R27,733356577290487,1879,0.3
23R27,733356577290487,1880,0.24
23R27,733356577290487,1881,0.24
23R27,733356577290487,1882,0.21
23R27,733356577290487,1883,0.2
23R27,733356577290487,1884,0.26
23R27,733356577290487,1885,0.29
23R27,733356577290487,1886,0.21
23R27,733356577290487,1887,0.24
23R27,733356577290487,1888,0.26
23R27,733356577290487,1889,0.28
23R27,733356577290487,1890,0.22
23R27,733356577290487,1891,0.25
23R27,733356577290487,1892,0.26
23R27,733356577290487,1893,0.17
23R27,733356577290487,1894,0.21
23R27,733356577290487,1895,0.24
23R27,733356577290487,1896,0.22
23R27,733356577290487,1897,0.25
23R27,733356577290487,1898,0.23
23R27,733356577290487,1899,0.19
23R27,733356577290487,1900,0.22
23R27,733356577290487,1901,0.25
23R27,733356577290487,1902,0.21
23R27,733356577290487,1903,0.26
23R27,733356577290487,1904,0.31
23R27,733356577290487,1905,0.35
23R27,733356577290487,1906,0.28
23R27,733356577290487,1907,0.38
23R27,733356577290487,1908,0.38
23R27,733356577290487,1909,0.38
23R27,733356577290487,1910,0.34
23R27,733356577290487,1911,0.36
23R27,733356577290487,1912,0.33
23R27,733356577290487,1913,0.4
23R27,733356577290487,1914,0.38
23R27,733356577290487,1915,0.34
23R27,733356577290487,1916,0.3
23R27,733356577290487,1917,0.29
23R27,733356577290487,1918,0.38
23R27,733356577290487,1919,0.39
23R27,733356577290487,1920,0.32
23R27,733356577290487,1921,0.34
23R27,733356577290487,1922,0.32
23R27,733356577290487,1923,0.36
23R27,733356577290487,1924,0.3
23R27,733356577290487,1925,0.56
23R27,733356577290487,1926,0.37
23R27,733356577290487,1927,0.39
23R27,733356577290487,1928,0.43
23R27,733356577290487,1929,0.33
23R27,733356577290487,1930,0.33
23R27,733356577290487,1931,0.37
23R27,733356577290487,1932,0.33
23R27,733356577290487,1933,0.29
23R27,733356577290487,1934,0.33
23R27,733356577290487,1935,0.23
23R27,733356577290487,1936,0.23
23R27,733356577290487,1937,0.31
23R27,733356577290487,1938,0.26
23R27,733356577290487,1939,0.29
23R27,733356577290487,1940,0.26
23R27,733356577290487,1941,0.29
23R27,733356577290487,1942,0.26
23R27,733356577290487,1943,0.33
23R27,733356577290487,1944,0.27
23R27,733356577290487,1945,0.28
23R27,733356577290487,1946,0.27
23R27,733356577290487,1947,0.32
23R27,733356577290487,1948,0.29
23R27,733356577290487,1949,0.28
23R27,733356577290487,1950,0.28
23R27,733356577290487,1951,0.3
23R27,733356577290487,1952,0.29
23R27,733356577290487,1953,0.29
23R27,733356577290487,1954,0.38
23R27,733356577290487,1955,0.28
23R27,733356577290487,1956,0.28
23R27,733356577290487,1957,0.33
23R27,733356577290487,1958,0.23
23R27,733356577290487,1959,0.28
23R27,733356577290487,1960,0.32
23R27,733356577290487,1961,0.34
23R27,733356577290487,1962,0.33
23R27,733356577290487,1963,0.28
23R27,733356577290487,1964,0.34
23R27,733356577290487,1965,0.34
23R27,733356577290487,1966,0.36
23R27,733356577290487,1967,0.31
23R27,733356577290487,1968,0.35
23R27,733356577290487,1969,0.35
23R27,733356577290487,1970,0.34
23R27,733356577290487,1971,0.34
23R27,733356577290487,1972,0.42
23R27,733356577290487,1973,0.39
23R27,733356577290487,1974,0.39
23R27,733356577290487,1975,0.45
23R27,733356577290487,1976,0.37
23R27,733356577290487,1977,0.31
23R27,733356577290487,1978,0.34
23R27,733356577290487,1979,0.37
23R27,733356577290487,1980,0.41
23R27,733356577290487,1981,0.39
23R27,733356577290487,1982,0.41
23R27,733356577290487,1983,0.47
23R27,733356577290487,1984,0.5
23R27,733356577290487,1985,0.46
23R27,733356577290487,1986,0.43
23R27,733356577290487,1987,0.6
23R27,733356577290487,1988,0.5
23R27,733356577290487,1989,0.43
23R27,733356577290487,1990,0.28
23R27,733356577290487,1991,0.3
23R27,733356577290487,1992,0.36
23R27,733356577290487,1993,0.38
23R27,733356577290487,1994,0.37
23R27,733356577290487,1995,0.42
23R27,733356577290487,1996,0.48
23R27,733356577290487,1997,0.51
23R27,733356577290487,1998,0.6
23R27,733356577290487,1999,0.58
23R27,733356577290487,2000,0.58
23R27,733356577290487,2001,0.48
23R27,733356577290487,2002,0.44
23R27,733356577290487,2003,0.42
23R27,733356577290487,2004,0.39
23R27,733356577290487,2005,0.45
23R27,733356577290487,2006,0.47
23R27,733356577290487,2007,0.66
23R27,733356577290487,2008,0.54
23R27,733356577290487,2009,0.47
23R27,733356577290487,2010,0.36
23R27,733356577290487,2011,0.45
23R27,733356577290487,2012,0.35
23R27,733356577290487,2013,0.35
23R27,733356577290487,2014,0.41
23R27,733356577290487,2015,0.4
23R27,733356577290487,2016,0.34
23R27,733356577290487,2017,0.42
23R27,733356577290487,2018,0.47
23R27,733356577290487,2019,0.43
23R27,733356577290487,2020,0.53
23R27,733356577290487,2021,0.43
23R27,733356577290487,2022,0.48
23R48,670952281126144,1668,0.34
23R48,670952281126144,1669,0.33
23R48,670952281126144,1670,0.36
23R48,670952281126144,1671,0.31
23R48,670952281126144,1672,0.51
23R48,670952281126144,1673,0.34
23R48,670952281126144,1674,0.31
23R48,670952281126144,1675,0.29
23R48,670952281126144,1676,0.26
23R48,670952281126144,1677,0.27
23R48,670952281126144,1678,0.3
23R48,670952281126144,1679,0.28
23R48,670952281126144,1680,0.29
23R48,670952281126144,1681,0.35
23R48,670952281126144,1682,0.3
23R48,670952281126144,1683,0.44
23R48,670952281126144,1684,0.42
23R48,670952281126144,1685,0.37
23R48,670952281126144,1686,0.4
23R48,670952281126144,1687,0.44
23R48,670952281126144,1688,0.33
23R48,670952281126144,1689,0.41
23R48,670952281126144,1690,0.44
23R48,670952281126144,1691,0.39
23R48,670952281126144,1692,0.41
23R48,670952281126144,1693,0.43
23R48,670952281126144,1694,0.46
23R48,670952281126144,1695,0.58
23R48,670952281126144,1696,0.5
23R48,670952281126144,1697,0.41
23R48,670952281126144,1698,0.38
23R48,670952281126144,1699,0.41
23R48,670952281126144,1700,0.38
23R48,670952281126144,1701,0.38
23R48,670952281126144,1702,0.54
23R48,670952281126144,1703,0.28
23R48,670952281126144,1704,0.7
23R48,670952281126144,1705,0.46
23R48,670952281126144,1706,0.57
23R48,670952281126144,1707,0.44
23R48,670952281126144,1708,0.33
23R48,670952281126144,1709,0.46
23R48,670952281126144,1710,0.43
23R48,670952281126144,1711,0.67
23R48,670952281126144,1712,0.67
23R48,670952281126144,1713,0.6
23R48,670952281126144,1714,0.5
23R48,670952281126144,1715,0.46
23R48,670952281126144,1716,0.5
23R48,670952281126144,1717,0.66
23R48,670952281126144,1718,0.69
23R48,670952281126144,1719,0.64
23R48,670952281126144,1720,0.65
23R48,670952281126144,1721,0.43
23R48,670952281126144,1722,0.54
23R48,670952281126144,1723,0.55
23R48,670952281126144,1724,0.37
23R48,670952281126144,1725,0.39
23R48,670952281126144,1726,0.5
23R48,670952281126144,1727,0.58
23R48,670952281126144,1728,0.68
23R48,670952281126144,1729,0.7
23R48,670952281126144,1730,0.62
23R48,670952281126144,1731,0.59
23R48,670952281126144,1732,0.64
23R48,670952281126144,1733,0.39
23R48,670952281126144,1734,0.59
23R48,670952281126144,1735,0.56
23R48,670952281126144,1736,0.6
23R48,670952281126144,1737,0.7
23R48,670952281126144,1738,0.69
23R48,670952281126144,1739,0.55
23R48,670952281126144,1740,0.69
23R48,670952281126144,1741,0.77
23R48,670952281126144,1742,0.62
23R48,670952281126144,1743,0.68
23R48,670952281126144,1744,0.51
23R48,670952281126144,1745,0.72
23R48,670952281126144,1746,0.57
23R48,670952281126144,1747,0.66
23R48,670952281126144,1748,0.6
23R48,670952281126144,1749,0.75
23R48,670952281126144,1750,0.83
23R48,670952281126144,1751,0.67
23R48,670952281126144,1752,0.55
23R48,670952281126144,1753,0.54
23R48,670952281126144,1754,0.65
23R48,670952281126144,1755,0.65
23R48,670952281126144,1756,0.82
23R48,670952281126144,1757,0.72
23R48,670952281126144,1758,0.68
23R48,670952281126144,1759,0.73
23R48,670952281126144,1760,0.64
23R48,670952281126144,1761,0.61
23R48,670952281126144,1762,0.67
23R48,670952281126144,1763,0.65
23R48,670952281126144,1764,0.59
23R48,670952281126144,1765,0.61
23R48,670952281126144,1766,0.56
23R48,670952281126144,1767,0.71
23R48,670952281126144,1768,0.62
23R48,670952281126144,1769,0.6
23R48,670952281126144,1770,0.63
23R48,670952281126144,1771,0.63
23R48,670952281126144,1772,0.62
23R48,670952281126144,1773,0.47
23R48,670952281126144,1774,0.46
23R48,670952281126144,1775,0.53
23R48,670952281126144,1776,0.62
23R48,670952281126144,1777,0.61
23R48,670952281126144,1778,0.53
23R48,670952281126144,1779,0.59
23R48,670952281126144,1780,0.66
23R48,670952281126144,1781,0.46
23R48,670952281126144,1782,0.44
23R48,670952281126144,1783,0.5
23R48,670952281126144,1784,0.64
23R48,670952281126144,1785,0.53
23R48,670952281126144,1786,0.52
23R48,670952281126144,1787,0.49
23R48,670952281126144,1788,0.49
23R48,670952281126144,1789,0.44
23R48,670952281126144,1790,0.38
23R48,670952281126144,1791,0.48
23R48,670952281126144,1792,0.45
23R48,670952281126144,1793,0.5
23R48,670952281126144,1794,0.47
23R48,670952281126144,1795,0.46
23R48,670952281126144,1796,0.43
23R48,670952281126144,1797,0.39
23R48,670952281126144,1798,0.5
23R48,670952281126144,1799,0.44
23R48,670952281126144,1800,0.55
23R48,670952281126144,1801,0.45
23R48,670952281126144,1802,0.46
23R48,670952281126144,1803,0.58
23R48,670952281126144,1804,0.62
23R48,670952281126144,1805,0.44
23R48,670952281126144,1806,0.43
23R48,670952281126144,1807,0.5
23R48,670952281126144,1808,0.49
23R48,670952281126144,1809,0.37
23R48,670952281126144,1810,0.3
23R48,670952281126144,1811,0.44
23R48,670952281126144,1812,0.43
23R48,670952281126144,1813,0.46
23R48,670952281126144,1814,0.49
23R48,670952281126144,1815,0.51
23R48,670952281126144,1816,0.48
23R48,670952281126144,1817,0.43
23R48,670952281126144,1818,0.38
23R48,670952281126144,1819,0.4
23R48,670952281126144,1820,0.37
23R48,670952281126144,1821,0.41
23R48,670952281126144,1822,0.4
23R48,670952281126144,1823,0.43
23R48,670952281126144,1824,0.42
23R48,670952281126144,1825,0.37
23R48,670952281126144,1826,0.49
23R48,670952281126144,1827,0.56
23R48,670952281126144,1828,0.58
23R48,670952281126144,1829,0.49
23R48,670952281126144,1830,0.45
23R48,670952281126144,1831,0.51
23R48,670952281126144,1832,0.34
23R48,670952281126144,1833,0.39
23R48,670952281126144,1834,0.34
23R48,670952281126144,1835,0.45
23R48,670952281126144,1836,0.37
23R48,670952281126144,1837,0.4
23R48,670952281126144,1838,0.24
23R48,670952281126144,1839,0.39
23R48,670952281126144,1840,0.28
23R48,670952281126144,1841,0.31
23R48,670952281126144,1842,0.3
23R48,670952281126144,1843,0.38
23R48,670952281126144,1844,0.32
23R48,670952281126144,1845,0.31
23R48,670952281126144,1846,0.28
23R48,670952281126144,1847,0.36
23R48,670952281126144,1848,0.34
23R48,670952281126144,1849,0.36
23R48,670952281126144,1850,0.35
23R48,670952281126144,1851,0.29
23R48,670952281126144,1852,0.29
23R48,670952281126144,1853,0.4
23R48,670952281126144,1854,0.32
23R48,670952281126144,1855,0.27
23R48,670952281126144,1856,0.29
23R48,670952281126144,1857,0.33
23R48,670952281126144,1858,0.25
23R48,670952281126144,1859,0.31
23R48,670952281126144,1860,0.28
