PLOT_CN,meantemp,precip
667906463126144,1.59310187677814,86.59042319604357
667906986126144,2.335574676600445,72.10074577954975
667907011126144,1.7976543068534347,105.28444238164441
667907033126144,1.4560952932216924,57.52335889111258
667907061126144,2.195281769164566,100.81384815445259
667907067126144,0.9698288005987251,71.05277305018268
667907208126144,2.913502883370426,96.40972603194218
667907263126144,4.9185804485290765,64.88631185315083
667907270126144,3.302106846806337,61.51290921817715
667907280126144,2.702523104849167,111.54364772335236
667907337126144,1.473970710731472,111.38317162073878
667907367126144,1.9618337451642274,130.69841336842515
667907477126144,1.9343382902895336,71.83420396362594
667907533126144,2.471244637296958,75.3846131232644
667907595126144,1.2272825955551405,70.72088956473881
667907625126144,2.1920420771185003,59.567490094073925
667907645126144,1.993850253421253,48.30362459594267
667907658126144,1.232016910277092,65.1714893234494
667907663126144,2.572842409204355,44.77363365664487
667907678126144,1.9055544540252254,60.0237484228452
667907801126144,1.0271773944265385,116.02486222239807
670950878126144,1.285168309676568,90.88221445453442
670951002126144,2.622186474140162,160.07564296266034
670951478126144,0.2345045291253506,75.62909971762805
670952281126144,0.5660565082376081,71.69870045288042
670952548126144,1.7912842386512458,84.45163869129942
670952628126144,0.28934940865659853,79.45849670277964
670952793126144,2.544069307891801,60.5147558635611
670952799126144,0.47203423773693903,131.62456953418578
670953063126144,-0.2878622254825476,93.9784570416995
670953100126144,0.1995853949795407,95.56763778267914
670953171126144,0.13617822682913763,74.79655767165788
670953286126144,0.06449422746356555,84.99866586891633
733349254290487,0.3130140181141656,64.18668242157882
733349275290487,0.6529026450639247,104.78080617077033
733349315290487,-0.0943795419120896,81.12093883143007
733349382290487,0.6029826827831766,68.66243723320095
733349426290487,1.0198292025757212,48.97672108612438
733349443290487,1.5350771369982132,46.88716503894172
733349462290487,0.044864271163845164,86.31588359162359
733350319290487,0.7339863796508448,89.60005444366939
733350500290487,0.8928057062593303,56.493786393674
733350538290487,2.350539607180061,42.28527064696446
733350542290487,-1.1604488455293172,89.56551320560695
733350590290487,0.8534463700115498,42.3812508362748
733350609290487,1.2166427363304995,50.20186140007115
733350611290487,-0.9769876165593195,87.44646852382338
733350728290487,-1.4602706313752585,86.72196538274241
733350773290487,0.20934446982612132,50.62392000632711
733350813290487,-0.8801423201758933,79.4051137882294
733356341290487,1.4807949746227858,71.57582913339138
733356357290487,-0.31883167481609304,68.8715156051192
733356395290487,0.768228961942495,67.58125161190237
733356438290487,0.013157590842197175,75.06165679531915
733356442290487,0.5510643592560371,63.241669096864094
733356452290487,0.26220379717626513,62.27401566662804
733356472290487,0.7105375397193519,54.053787114818675
733356491290487,-0.35056105371276086,79.05998924107709
733356500290487,-1.0564983519146305,80.17246361278464
733356551290487,0.029049918721176494,43.56327063435375
733356567290487,0.6667227765380808,55.85201561785374
733356577290487,0.97137665090062,63.72207670459653
733356620290487,0.30162541474128846,83.33443237531303
733356820290487,0.9253312714611431,90.46762046090053
733356829290487,-1.2019422381631062,66.16409241563022
782035337290487,-0.4681518123867532,73.53189678986868
E13A,4.730708742733348,71.34487951943719
E16,4.730708742733348,71.34487951943719
F16,4.730708742733348,71.34487951943719
G12,4.730708742733348,71.34487951943719
G13,4.730708742733348,71.34487951943719
G14,4.730708742733348,71.34487951943719
G15,4.730708742733348,71.34487951943719
H11,4.730708742733348,71.34487951943719
H12,4.730708742733348,71.34487951943719
H13,4.730708742733348,71.34487951943719
H15,4.730708742733348,71.34487951943719
H15A,4.730708742733348,71.34487951943719
I11,4.730708742733348,71.34487951943719
I12,4.730708742733348,71.34487951943719
I13,4.730708742733348,71.34487951943719
J11,4.730708742733348,71.34487951943719
J12,4.730708742733348,71.34487951943719
J13,4.730708742733348,71.34487951943719
J14,4.730708742733348,71.34487951943719
K11,4.730708742733348,71.34487951943719
K13,4.730708742733348,71.34487951943719
K14,4.730708742733348,71.34487951943719
L13,4.730708742733348,71.34487951943719
Q8,3.296342809605043,102.93644812850668
Q9,3.296342809605043,102.93644812850668
R10,3.296342809605043,102.93644812850668
R9,3.296342809605043,102.93644812850668
S10,3.296342809605043,102.93644812850668
S11,3.296342809605043,102.93644812850668
S9,3.296342809605043,102.93644812850668
T10,3.296342809605043,102.93644812850668
T12,3.296342809605043,102.93644812850668
T7,3.296342809605043,102.93644812850668
T8,3.296342809605043,102.93644812850668
T9,3.296342809605043,102.93644812850668
U11,3.296342809605043,102.93644812850668
U12,3.296342809605043,102.93644812850668
U8,3.296342809605043,102.93644812850668
W10,3.296342809605043,102.93644812850668
W9,3.296342809605043,102.93644812850668
